name,trial,cam,event,outcome
AZ_R2_2024-12-14_1,0,camB,Reward,s
AZ_R2_2024-12-14_1,1,camB,Reward,s
AZ_R2_2024-12-14_1,2,camB,Reward,ps
AZ_R2_2024-12-14_1,3,camB,Reward,s
AZ_R2_2024-12-14_1,4,camB,No_reward,nd
AZ_R2_2024-12-14_1,5,camB,Reward,s
AZ_R2_2024-12-14_1,6,camB,Reward,s
AZ_R2_2024-12-14_1,7,camB,Reward,f
AZ_R2_2024-12-14_1,8,camB,Reward,s
AZ_R2_2024-12-14_1,9,camB,Reward,s
AZ_R2_2024-12-14_1,10,camB,Reward,f
AZ_R2_2024-12-14_1,11,camB,Reward,s
AZ_R2_2024-12-14_1,12,camB,Reward,s
AZ_R2_2024-12-14_1,13,camB,Reward,s
AZ_R2_2024-12-14_1,14,camB,Reward,s
AZ_R2_2024-12-14_1,15,camB,Reward,s
AZ_R2_2024-12-14_1,16,camB,Reward,s
AZ_R2_2024-12-14_1,17,camB,Reward,s
AZ_R2_2024-12-14_1,18,camB,Reward,s
AZ_R2_2024-12-14_1,19,camB,No_reward,nd
AZ_R2_2024-12-14_1,20,camB,Reward,s
AZ_R2_2024-12-14_1,21,camB,Reward,f
AZ_R2_2024-12-14_1,22,camB,No_reward,nd
AZ_R2_2024-12-14_1,23,camB,Reward,s
AZ_R2_2024-12-14_1,24,camB,No_reward,nd
AZ_R2_2024-12-14_1,25,camB,Reward,s
AZ_R2_2024-12-14_1,26,camB,Reward,s
AZ_R2_2024-12-14_1,27,camB,Reward,s
AZ_R2_2024-12-14_1,28,camB,No_reward,nd
AZ_R2_2024-12-14_1,29,camB,Reward,s
AZ_R2_2024-12-14_1,30,camB,No_reward,nd
AZ_R2_2024-12-14_1,31,camB,Reward,ps
AZ_R2_2024-12-14_1,32,camB,No_reward,nd
AZ_R2_2024-12-14_1,33,camB,Reward,s
AZ_R2_2024-12-14_1,34,camB,Reward,s
AZ_R2_2024-12-14_1,35,camB,Reward,s
AZ_R2_2024-12-14_1,36,camB,Reward,s
AZ_R2_2024-12-14_1,37,camB,No_reward,nd
AZ_R2_2024-12-14_1,38,camB,Reward,s
AZ_R2_2024-12-14_1,39,camB,Reward,s
AZ_R2_2024-12-14_1,40,camB,Reward,s
AZ_R2_2024-12-14_1,41,camB,Reward,s
AZ_R2_2024-12-14_1,42,camB,No_reward,nd
AZ_R2_2024-12-14_1,43,camB,Reward,s
AZ_R2_2024-12-14_1,44,camB,Reward,s
AZ_R2_2024-12-14_1,45,camB,Reward,s
AZ_R2_2024-12-14_1,46,camB,No_reward,nd
AZ_R2_2024-12-14_1,47,camB,No_reward,nd
AZ_R2_2024-12-14_1,48,camB,Reward,f
AZ_R2_2024-12-14_1,49,camB,Reward,ps
AZ_R2_2024-12-14_1,50,camB,Reward,na
AZ_R2_2024-12-14_1,51,camB,Reward,f
AZ_R2_2024-12-14_1,52,camB,Reward,f
AZ_R2_2024-12-14_1,53,camB,Reward,f
AZ_R2_2024-12-14_1,54,camB,Reward,na
AZ_R2_2024-12-14_1,55,camB,Reward,na
AZ_R2_2024-12-14_1,56,camB,No_reward,nd
AZ_R2_2024-12-14_1,57,camB,Reward,na
AZ_R2_2024-12-14_1,58,camB,Reward,na
AZ_R2_2024-12-14_1,59,camB,Reward,na
AZ_R2_2024-12-14_1,60,camB,Reward,na
AZ_R2_2024-12-14_1,61,camB,Reward,na
AZ_R2_2024-12-14_1,62,camB,Reward,na
