name,trial,cam,event,outcome
FJ_R2_2024-07-15_1,0,camB,Reward,f
FJ_R2_2024-07-15_1,1,camB,Reward,rnd
FJ_R2_2024-07-15_1,2,camB,Reward,na
FJ_R2_2024-07-15_1,3,camB,No_reward,nd
FJ_R2_2024-07-15_1,4,camB,Reward,f
FJ_R2_2024-07-15_1,5,camB,Reward,na
FJ_R2_2024-07-15_1,6,camB,Reward,na
FJ_R2_2024-07-15_1,7,camB,No_reward,nd
FJ_R2_2024-07-15_1,8,camB,Reward,na
FJ_R2_2024-07-15_1,9,camB,Reward,na
FJ_R2_2024-07-15_1,10,camB,Reward,na
FJ_R2_2024-07-15_1,11,camB,Reward,na
FJ_R2_2024-07-15_1,12,camB,Reward,na
FJ_R2_2024-07-15_1,13,camB,Reward,na
FJ_R2_2024-07-15_1,14,camB,Reward,na
FJ_R2_2024-07-15_1,15,camB,Reward,na
FJ_R2_2024-07-15_1,16,camB,Reward,f
FJ_R2_2024-07-15_1,17,camB,Reward,na
FJ_R2_2024-07-15_1,18,camB,Reward,na
FJ_R2_2024-07-15_1,19,camB,Reward,na
FJ_R2_2024-07-15_1,20,camB,Reward,na
FJ_R2_2024-07-15_1,21,camB,Reward,na
FJ_R2_2024-07-15_1,22,camB,No_reward,nd
FJ_R2_2024-07-15_1,23,camB,Reward,na
FJ_R2_2024-07-15_1,24,camB,Reward,na
FJ_R2_2024-07-15_1,25,camB,Reward,f
FJ_R2_2024-07-15_1,26,camB,Reward,na
FJ_R2_2024-07-15_1,27,camB,Reward,na
FJ_R2_2024-07-15_1,28,camB,Reward,na
FJ_R2_2024-07-15_1,29,camB,Reward,na
FJ_R2_2024-07-15_1,30,camB,Reward,na
FJ_R2_2024-07-15_1,31,camB,Reward,na
FJ_R2_2024-07-15_1,32,camB,Reward,na
FJ_R2_2024-07-15_1,33,camB,Reward,na
FJ_R2_2024-07-15_1,34,camB,Reward,na
FJ_R2_2024-07-15_1,35,camB,Reward,na
FJ_R2_2024-07-15_1,36,camB,Reward,na
FJ_R2_2024-07-15_1,37,camB,No_reward,nd
FJ_R2_2024-07-15_1,38,camB,Reward,na
FJ_R2_2024-07-15_1,39,camB,Reward,na
FJ_R2_2024-07-15_1,40,camB,Reward,na
FJ_R2_2024-07-15_1,41,camB,Reward,na
FJ_R2_2024-07-15_1,42,camB,Reward,f
FJ_R2_2024-07-15_1,43,camB,No_reward,nd
FJ_R2_2024-07-15_1,44,camB,Reward,na
FJ_R2_2024-07-15_1,45,camB,Reward,na
FJ_R2_2024-07-15_1,46,camB,Reward,na
FJ_R2_2024-07-15_1,47,camB,Reward,na
FJ_R2_2024-07-15_1,48,camB,No_reward,nd
FJ_R2_2024-07-15_1,49,camB,Reward,na
FJ_R2_2024-07-15_1,50,camB,Reward,f
FJ_R2_2024-07-15_1,51,camB,No_reward,nd
FJ_R2_2024-07-15_1,52,camB,Reward,f
FJ_R2_2024-07-15_1,53,camB,Reward,na
FJ_R2_2024-07-15_1,54,camB,No_reward,nd
FJ_R2_2024-07-15_1,55,camB,Reward,na
FJ_R2_2024-07-15_1,56,camB,Reward,na
FJ_R2_2024-07-15_1,57,camB,No_reward,nd
FJ_R2_2024-07-15_1,58,camB,Reward,na
FJ_R2_2024-07-15_1,59,camB,Reward,na
FJ_R2_2024-07-15_1,60,camB,Reward,na
FJ_R2_2024-07-15_1,61,camB,No_reward,nd
FJ_R2_2024-07-15_1,62,camB,No_reward,nd
FJ_R2_2024-07-15_1,63,camB,Reward,na
FJ_R2_2024-07-15_1,64,camB,No_reward,nd
FJ_R2_2024-07-15_1,65,camB,Reward,f
FJ_R2_2024-07-15_1,66,camB,Reward,na
FJ_R2_2024-07-15_1,67,camB,No_reward,nd
FJ_R2_2024-07-15_1,68,camB,Reward,na
FJ_R2_2024-07-15_1,69,camB,Reward,na
FJ_R2_2024-07-15_1,70,camB,Reward,na
FJ_R2_2024-07-15_1,71,camB,Reward,na
FJ_R2_2024-07-15_1,72,camB,No_reward,nd
FJ_R2_2024-07-15_1,73,camB,Reward,f
FJ_R2_2024-07-15_1,74,camB,Reward,f
FJ_R2_2024-07-15_1,75,camB,Reward,f
FJ_R2_2024-07-15_1,76,camB,Reward,s
