name,trial,cam,event,outcome
K_R2_2025-02-04_1,0,camB,Reward,rnd
K_R2_2025-02-04_1,1,camB,Reward,s
K_R2_2025-02-04_1,2,camB,Reward,ps
K_R2_2025-02-04_1,3,camB,Reward,f
K_R2_2025-02-04_1,4,camB,Reward,s
K_R2_2025-02-04_1,5,camB,Reward,s
K_R2_2025-02-04_1,6,camB,Reward,s
K_R2_2025-02-04_1,7,camB,Reward,s
K_R2_2025-02-04_1,8,camB,Reward,s
K_R2_2025-02-04_1,9,camB,Reward,ps
K_R2_2025-02-04_1,10,camB,No_reward,nd
K_R2_2025-02-04_1,11,camB,Reward,ps
K_R2_2025-02-04_1,12,camB,No_reward,nd
K_R2_2025-02-04_1,13,camB,Reward,rnd
K_R2_2025-02-04_1,14,camB,Reward,s
K_R2_2025-02-04_1,15,camB,No_reward,nd
K_R2_2025-02-04_1,16,camB,Reward,s
K_R2_2025-02-04_1,17,camB,Reward,s
K_R2_2025-02-04_1,18,camB,Reward,s
K_R2_2025-02-04_1,19,camB,No_reward,nd
K_R2_2025-02-04_1,20,camB,Reward,rnd
K_R2_2025-02-04_1,21,camB,No_reward,nd
K_R2_2025-02-04_1,22,camB,Reward,rnd
K_R2_2025-02-04_1,23,camB,Reward,s
K_R2_2025-02-04_1,24,camB,Reward,s
K_R2_2025-02-04_1,25,camB,Reward,f
K_R2_2025-02-04_1,26,camB,Reward,f
K_R2_2025-02-04_1,27,camB,No_reward,nd
K_R2_2025-02-04_1,28,camB,No_reward,nd
K_R2_2025-02-04_1,29,camB,Reward,ps
K_R2_2025-02-04_1,30,camB,Reward,na
K_R2_2025-02-04_1,31,camB,Reward,s
K_R2_2025-02-04_1,32,camB,No_reward,nd
K_R2_2025-02-04_1,33,camB,Reward,s
K_R2_2025-02-04_1,34,camB,Reward,s
K_R2_2025-02-04_1,35,camB,Reward,s
K_R2_2025-02-04_1,36,camB,Reward,s
K_R2_2025-02-04_1,37,camB,Reward,s
K_R2_2025-02-04_1,38,camB,Reward,s
K_R2_2025-02-04_1,39,camB,Reward,s
K_R2_2025-02-04_1,40,camB,No_reward,nd
K_R2_2025-02-04_1,41,camB,Reward,rnd
K_R2_2025-02-04_1,42,camB,Reward,rnd
K_R2_2025-02-04_1,43,camB,Reward,rnd
K_R2_2025-02-04_1,44,camB,Reward,rnd
K_R2_2025-02-04_1,45,camB,Reward,rnd
K_R2_2025-02-04_1,46,camB,Reward,na
K_R2_2025-02-04_1,47,camB,Reward,s
K_R2_2025-02-04_1,48,camB,Reward,s
K_R2_2025-02-04_1,49,camB,Reward,s
K_R2_2025-02-04_1,50,camB,Reward,s
K_R2_2025-02-04_1,51,camB,Reward,s
K_R2_2025-02-04_1,52,camB,Reward,s
K_R2_2025-02-04_1,53,camB,No_reward,nd
K_R2_2025-02-04_1,54,camB,No_reward,nd
K_R2_2025-02-04_1,55,camB,Reward,f
K_R2_2025-02-04_1,56,camB,Reward,s
K_R2_2025-02-04_1,57,camB,Reward,s
K_R2_2025-02-04_1,58,camB,Reward,ps
K_R2_2025-02-04_1,59,camB,Reward,f
K_R2_2025-02-04_1,60,camB,Reward,s
K_R2_2025-02-04_1,61,camB,Reward,f
K_R2_2025-02-04_1,62,camB,Reward,s
K_R2_2025-02-04_1,63,camB,Reward,s
K_R2_2025-02-04_1,64,camB,Reward,s
K_R2_2025-02-04_1,65,camB,Reward,f
K_R2_2025-02-04_1,66,camB,Reward,s
K_R2_2025-02-04_1,67,camB,No_reward,nd
K_R2_2025-02-04_1,68,camB,Reward,s
K_R2_2025-02-04_1,69,camB,No_reward,nd
K_R2_2025-02-04_1,70,camB,Reward,s
K_R2_2025-02-04_1,71,camB,Reward,f
K_R2_2025-02-04_1,72,camB,Reward,s
K_R2_2025-02-04_1,73,camB,No_reward,nd
K_R2_2025-02-04_1,74,camB,Reward,f
K_R2_2025-02-04_1,75,camB,Reward,s
K_R2_2025-02-04_1,76,camB,Reward,s
K_R2_2025-02-04_1,77,camB,Reward,s
K_R2_2025-02-04_1,78,camB,Reward,s
K_R2_2025-02-04_1,79,camB,Reward,s
K_R2_2025-02-04_1,80,camB,No_reward,nd
K_R2_2025-02-04_1,81,camB,Reward,s
K_R2_2025-02-04_1,82,camB,Reward,s
K_R2_2025-02-04_1,83,camB,Reward,s
K_R2_2025-02-04_1,84,camB,Reward,ps
K_R2_2025-02-04_1,85,camB,Reward,s
K_R2_2025-02-04_1,86,camB,Reward,f
K_R2_2025-02-04_1,87,camB,Reward,s
K_R2_2025-02-04_1,88,camB,Reward,na
K_R2_2025-02-04_1,89,camB,Reward,na
K_R2_2025-02-04_1,90,camB,Reward,f
K_R2_2025-02-04_1,91,camB,Reward,na
K_R2_2025-02-04_1,92,camB,Reward,na
K_R2_2025-02-04_1,93,camB,Reward,na
K_R2_2025-02-04_1,94,camB,No_reward,nd
K_R2_2025-02-04_1,95,camB,Reward,na
K_R2_2025-02-04_1,96,camB,Reward,na
K_R2_2025-02-04_1,97,camB,No_reward,nd
K_R2_2025-02-04_1,98,camB,Reward,na
K_R2_2025-02-04_1,99,camB,Reward,na
K_R2_2025-02-04_1,100,camB,Reward,na
K_R2_2025-02-04_1,101,camB,Reward,na
K_R2_2025-02-04_1,102,camB,Reward,na
K_R2_2025-02-04_1,103,camB,Reward,na
K_R2_2025-02-04_1,104,camB,Reward,f
K_R2_2025-02-04_1,105,camB,Reward,f
K_R2_2025-02-04_1,106,camB,Reward,na
K_R2_2025-02-04_1,107,camB,Reward,na
K_R2_2025-02-04_1,108,camB,No_reward,nd
K_R2_2025-02-04_1,109,camB,Reward,na
K_R2_2025-02-04_1,110,camB,Reward,s
K_R2_2025-02-04_1,111,camB,Reward,ps
K_R2_2025-02-04_1,112,camB,Reward,f
K_R2_2025-02-04_1,113,camB,Reward,f
K_R2_2025-02-04_1,114,camB,Reward,f
K_R2_2025-02-04_1,115,camB,Reward,f
K_R2_2025-02-04_1,116,camB,Reward,s
K_R2_2025-02-04_1,117,camB,Reward,s
K_R2_2025-02-04_1,118,camB,Reward,na
K_R2_2025-02-04_1,119,camB,Reward,na
