name,trial,cam,event,outcome
FJ_L3_2024-07-29_1,0,camB,No_reward,nd
FJ_L3_2024-07-29_1,1,camB,Reward,f
FJ_L3_2024-07-29_1,2,camB,Reward,f
FJ_L3_2024-07-29_1,3,camB,Reward,f
FJ_L3_2024-07-29_1,4,camB,Reward,s
FJ_L3_2024-07-29_1,5,camB,Reward,rnd
FJ_L3_2024-07-29_1,6,camB,Reward,s
FJ_L3_2024-07-29_1,7,camB,Reward,s
FJ_L3_2024-07-29_1,8,camB,Reward,rnd
FJ_L3_2024-07-29_1,9,camB,Reward,s
FJ_L3_2024-07-29_1,10,camB,Reward,s
FJ_L3_2024-07-29_1,11,camB,No_reward,nd
FJ_L3_2024-07-29_1,12,camB,Reward,s
FJ_L3_2024-07-29_1,13,camB,Reward,ps
FJ_L3_2024-07-29_1,14,camB,Reward,s
FJ_L3_2024-07-29_1,15,camB,Reward,s
FJ_L3_2024-07-29_1,16,camB,Reward,f
FJ_L3_2024-07-29_1,17,camB,Reward,rnd
FJ_L3_2024-07-29_1,18,camB,Reward,f
FJ_L3_2024-07-29_1,19,camB,Reward,f
FJ_L3_2024-07-29_1,20,camB,Reward,s
FJ_L3_2024-07-29_1,21,camB,Reward,s
FJ_L3_2024-07-29_1,22,camB,Reward,ps
FJ_L3_2024-07-29_1,23,camB,Reward,rnd
FJ_L3_2024-07-29_1,24,camB,No_reward,nd
FJ_L3_2024-07-29_1,25,camB,Reward,rnd
FJ_L3_2024-07-29_1,26,camB,Reward,rnd
FJ_L3_2024-07-29_1,27,camB,No_reward,nd
FJ_L3_2024-07-29_1,28,camB,Reward,s
FJ_L3_2024-07-29_1,29,camB,Reward,rnd
FJ_L3_2024-07-29_1,30,camB,Reward,s
FJ_L3_2024-07-29_1,31,camB,Reward,rnd
FJ_L3_2024-07-29_1,32,camB,Reward,rnd
FJ_L3_2024-07-29_1,33,camB,Reward,rnd
FJ_L3_2024-07-29_1,34,camB,Reward,s
FJ_L3_2024-07-29_1,35,camB,No_reward,nd
FJ_L3_2024-07-29_1,36,camB,Reward,rnd
FJ_L3_2024-07-29_1,37,camB,No_reward,nd
FJ_L3_2024-07-29_1,38,camB,No_reward,nd
FJ_L3_2024-07-29_1,39,camB,Reward,f
FJ_L3_2024-07-29_1,40,camB,Reward,na
FJ_L3_2024-07-29_1,41,camB,No_reward,nd
FJ_L3_2024-07-29_1,42,camB,Reward,f
FJ_L3_2024-07-29_1,43,camB,No_reward,nd
FJ_L3_2024-07-29_1,44,camB,Reward,na
FJ_L3_2024-07-29_1,45,camB,Reward,na
FJ_L3_2024-07-29_1,46,camB,Reward,na
FJ_L3_2024-07-29_1,47,camB,Reward,s
FJ_L3_2024-07-29_1,48,camB,Reward,s
FJ_L3_2024-07-29_1,49,camB,Reward,rnd
FJ_L3_2024-07-29_1,50,camB,Reward,rnd
FJ_L3_2024-07-29_1,51,camB,Reward,rnd
FJ_L3_2024-07-29_1,52,camB,Reward,na
FJ_L3_2024-07-29_1,53,camB,Reward,na
FJ_L3_2024-07-29_1,54,camB,Reward,na
FJ_L3_2024-07-29_1,55,camB,Reward,rnd
FJ_L3_2024-07-29_1,56,camB,Reward,na
FJ_L3_2024-07-29_1,57,camB,No_reward,nd
FJ_L3_2024-07-29_1,58,camB,Reward,na
FJ_L3_2024-07-29_1,59,camB,Reward,na
FJ_L3_2024-07-29_1,60,camB,No_reward,nd
FJ_L3_2024-07-29_1,61,camB,Reward,na
FJ_L3_2024-07-29_1,62,camB,Reward,na
FJ_L3_2024-07-29_1,63,camB,Reward,na
FJ_L3_2024-07-29_1,64,camB,Reward,na
FJ_L3_2024-07-29_1,65,camB,Reward,na
FJ_L3_2024-07-29_1,66,camB,No_reward,nd
FJ_L3_2024-07-29_1,67,camB,Reward,na
FJ_L3_2024-07-29_1,68,camB,Reward,s
FJ_L3_2024-07-29_1,69,camB,Reward,s
FJ_L3_2024-07-29_1,70,camB,Reward,na
FJ_L3_2024-07-29_1,71,camB,No_reward,nd
FJ_L3_2024-07-29_1,72,camB,Reward,rnd
FJ_L3_2024-07-29_1,73,camB,Reward,s
FJ_L3_2024-07-29_1,74,camB,Reward,f
FJ_L3_2024-07-29_1,75,camB,Reward,na
FJ_L3_2024-07-29_1,76,camB,Reward,f
FJ_L3_2024-07-29_1,77,camB,Reward,rnd
FJ_L3_2024-07-29_1,78,camB,Reward,rnd
FJ_L3_2024-07-29_1,79,camB,Reward,na
FJ_L3_2024-07-29_1,80,camB,Reward,na
FJ_L3_2024-07-29_1,81,camB,Reward,f
FJ_L3_2024-07-29_1,82,camB,Reward,na
FJ_L3_2024-07-29_1,83,camB,Reward,f
FJ_L3_2024-07-29_1,84,camB,Reward,na
FJ_L3_2024-07-29_1,85,camB,Reward,f
FJ_L3_2024-07-29_1,86,camB,Reward,na
FJ_L3_2024-07-29_1,87,camB,No_reward,nd
FJ_L3_2024-07-29_1,88,camB,Reward,na
FJ_L3_2024-07-29_1,89,camB,Reward,na
FJ_L3_2024-07-29_1,90,camB,Reward,na
FJ_L3_2024-07-29_1,91,camB,Reward,na
FJ_L3_2024-07-29_1,92,camB,Reward,f
FJ_L3_2024-07-29_1,93,camB,Reward,rnd
FJ_L3_2024-07-29_1,94,camB,Reward,rnd
FJ_L3_2024-07-29_1,95,camB,No_reward,nd
FJ_L3_2024-07-29_1,96,camB,Reward,s
FJ_L3_2024-07-29_1,97,camB,Reward,s
FJ_L3_2024-07-29_1,98,camB,Reward,s
FJ_L3_2024-07-29_1,99,camB,No_reward,nd
FJ_L3_2024-07-29_1,100,camB,Reward,rnd
FJ_L3_2024-07-29_1,101,camB,Reward,s
FJ_L3_2024-07-29_1,102,camB,Reward,f
FJ_L3_2024-07-29_1,103,camB,Reward,rnd
FJ_L3_2024-07-29_1,104,camB,No_reward,nd
FJ_L3_2024-07-29_1,105,camB,Reward,rnd
FJ_L3_2024-07-29_1,106,camB,Reward,na
FJ_L3_2024-07-29_1,107,camB,Reward,na
FJ_L3_2024-07-29_1,108,camB,Reward,na
FJ_L3_2024-07-29_1,109,camB,Reward,na
FJ_L3_2024-07-29_1,110,camB,Reward,na
FJ_L3_2024-07-29_1,111,camB,Reward,na
FJ_L3_2024-07-29_1,112,camB,Reward,na
FJ_L3_2024-07-29_1,113,camB,Reward,na
FJ_L3_2024-07-29_1,114,camB,Reward,na
FJ_L3_2024-07-29_1,115,camB,Reward,na
FJ_L3_2024-07-29_1,116,camB,No_reward,nd
FJ_L3_2024-07-29_1,117,camB,Reward,s
FJ_L3_2024-07-29_1,118,camB,Reward,s
FJ_L3_2024-07-29_1,119,camB,Reward,s
