name,trial,cam,event,outcome
K_R3_2025-02-21_1,0,camB,Reward,s
K_R3_2025-02-21_1,1,camB,Reward,s
K_R3_2025-02-21_1,2,camB,Reward,rnd
K_R3_2025-02-21_1,3,camB,Reward,f
K_R3_2025-02-21_1,4,camB,No_reward,nd
K_R3_2025-02-21_1,5,camB,Reward,f
K_R3_2025-02-21_1,6,camB,No_reward,nd
K_R3_2025-02-21_1,7,camB,Reward,na
K_R3_2025-02-21_1,8,camB,Reward,rnd
K_R3_2025-02-21_1,9,camB,No_reward,nd
K_R3_2025-02-21_1,10,camB,Reward,rnd
K_R3_2025-02-21_1,11,camB,No_reward,nd
K_R3_2025-02-21_1,12,camB,Reward,rnd
K_R3_2025-02-21_1,13,camB,No_reward,nd
K_R3_2025-02-21_1,14,camB,Reward,s
K_R3_2025-02-21_1,15,camB,Reward,s
K_R3_2025-02-21_1,16,camB,Reward,s
K_R3_2025-02-21_1,17,camB,No_reward,nd
K_R3_2025-02-21_1,18,camB,Reward,s
K_R3_2025-02-21_1,19,camB,Reward,ps
K_R3_2025-02-21_1,20,camB,Reward,f
K_R3_2025-02-21_1,21,camB,Reward,s
K_R3_2025-02-21_1,22,camB,Reward,s
K_R3_2025-02-21_1,23,camB,Reward,s
K_R3_2025-02-21_1,24,camB,Reward,ps
K_R3_2025-02-21_1,25,camB,Reward,s
K_R3_2025-02-21_1,26,camB,Reward,s
K_R3_2025-02-21_1,27,camB,Reward,na
K_R3_2025-02-21_1,28,camB,Reward,s
K_R3_2025-02-21_1,29,camB,Reward,s
K_R3_2025-02-21_1,30,camB,Reward,s
K_R3_2025-02-21_1,31,camB,Reward,s
K_R3_2025-02-21_1,32,camB,Reward,s
K_R3_2025-02-21_1,33,camB,Reward,s
K_R3_2025-02-21_1,34,camB,Reward,s
K_R3_2025-02-21_1,35,camB,Reward,s
K_R3_2025-02-21_1,36,camB,Reward,s
K_R3_2025-02-21_1,37,camB,Reward,s
K_R3_2025-02-21_1,38,camB,Reward,s
K_R3_2025-02-21_1,39,camB,Reward,s
K_R3_2025-02-21_1,40,camB,No_reward,nd
K_R3_2025-02-21_1,41,camB,Reward,s
K_R3_2025-02-21_1,42,camB,No_reward,nd
K_R3_2025-02-21_1,43,camB,Reward,f
K_R3_2025-02-21_1,44,camB,Reward,f
K_R3_2025-02-21_1,45,camB,Reward,s
K_R3_2025-02-21_1,46,camB,Reward,s
K_R3_2025-02-21_1,47,camB,Reward,f
K_R3_2025-02-21_1,48,camB,No_reward,nd
K_R3_2025-02-21_1,49,camB,Reward,s
K_R3_2025-02-21_1,50,camB,Reward,f
K_R3_2025-02-21_1,51,camB,Reward,f
K_R3_2025-02-21_1,52,camB,Reward,s
K_R3_2025-02-21_1,53,camB,Reward,f
K_R3_2025-02-21_1,54,camB,Reward,s
K_R3_2025-02-21_1,55,camB,Reward,s
K_R3_2025-02-21_1,56,camB,Reward,s
K_R3_2025-02-21_1,57,camB,Reward,s
K_R3_2025-02-21_1,58,camB,Reward,f
K_R3_2025-02-21_1,59,camB,No_reward,nd
K_R3_2025-02-21_1,60,camB,No_reward,nd
K_R3_2025-02-21_1,61,camB,Reward,na
K_R3_2025-02-21_1,62,camB,No_reward,nd
K_R3_2025-02-21_1,63,camB,Reward,s
K_R3_2025-02-21_1,64,camB,Reward,s
K_R3_2025-02-21_1,65,camB,Reward,s
K_R3_2025-02-21_1,66,camB,No_reward,nd
K_R3_2025-02-21_1,67,camB,Reward,s
K_R3_2025-02-21_1,68,camB,Reward,s
K_R3_2025-02-21_1,69,camB,Reward,s
K_R3_2025-02-21_1,70,camB,Reward,f
K_R3_2025-02-21_1,71,camB,Reward,f
K_R3_2025-02-21_1,72,camB,Reward,f
K_R3_2025-02-21_1,73,camB,Reward,f
K_R3_2025-02-21_1,74,camB,Reward,f
K_R3_2025-02-21_1,75,camB,Reward,f
K_R3_2025-02-21_1,76,camB,Reward,na
K_R3_2025-02-21_1,77,camB,No_reward,nd
K_R3_2025-02-21_1,78,camB,Reward,f
