name,trial,cam,event,outcome
FS_L2_2024-07-31_1,0,camB,Reward,s
FS_L2_2024-07-31_1,1,camB,Reward,s
FS_L2_2024-07-31_1,2,camB,Reward,s
FS_L2_2024-07-31_1,3,camB,Reward,s
FS_L2_2024-07-31_1,4,camB,Reward,s
FS_L2_2024-07-31_1,5,camB,Reward,s
FS_L2_2024-07-31_1,6,camB,Reward,s
FS_L2_2024-07-31_1,7,camB,Reward,s
FS_L2_2024-07-31_1,8,camB,Reward,s
FS_L2_2024-07-31_1,9,camB,Reward,s
FS_L2_2024-07-31_1,10,camB,Reward,f
FS_L2_2024-07-31_1,11,camB,Reward,f
FS_L2_2024-07-31_1,12,camB,Reward,s
FS_L2_2024-07-31_1,13,camB,Reward,s
FS_L2_2024-07-31_1,14,camB,Reward,f
FS_L2_2024-07-31_1,15,camB,Reward,s
FS_L2_2024-07-31_1,16,camB,Reward,s
FS_L2_2024-07-31_1,17,camB,Reward,s
FS_L2_2024-07-31_1,18,camB,No_reward,nd
FS_L2_2024-07-31_1,19,camB,Reward,s
FS_L2_2024-07-31_1,20,camB,Reward,s
FS_L2_2024-07-31_1,21,camB,Reward,s
FS_L2_2024-07-31_1,22,camB,Reward,s
FS_L2_2024-07-31_1,23,camB,No_reward,nd
FS_L2_2024-07-31_1,24,camB,Reward,f
FS_L2_2024-07-31_1,25,camB,Reward,s
FS_L2_2024-07-31_1,26,camB,Reward,s
FS_L2_2024-07-31_1,27,camB,Reward,s
FS_L2_2024-07-31_1,28,camB,Reward,s
FS_L2_2024-07-31_1,29,camB,Reward,s
FS_L2_2024-07-31_1,30,camB,Reward,f
FS_L2_2024-07-31_1,31,camB,Reward,s
FS_L2_2024-07-31_1,32,camB,Reward,na
FS_L2_2024-07-31_1,33,camB,No_reward,nd
FS_L2_2024-07-31_1,34,camB,Reward,na
FS_L2_2024-07-31_1,35,camB,Reward,s
FS_L2_2024-07-31_1,36,camB,Reward,na
FS_L2_2024-07-31_1,37,camB,No_reward,nd
FS_L2_2024-07-31_1,38,camB,Reward,na
FS_L2_2024-07-31_1,39,camB,Reward,na
FS_L2_2024-07-31_1,40,camB,Reward,na
FS_L2_2024-07-31_1,41,camB,Reward,f
FS_L2_2024-07-31_1,42,camB,Reward,f
FS_L2_2024-07-31_1,43,camB,Reward,f
FS_L2_2024-07-31_1,44,camB,Reward,na
FS_L2_2024-07-31_1,45,camB,Reward,s
FS_L2_2024-07-31_1,46,camB,No_reward,nd
