,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence,avg_mse,min_mse,max_mse,avg_psnr,min_psnr,max_psnr
0,0,28, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout. The water drop remained attached to the spout throughout the trial, and no retrieval occurred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout. The water drop remained attached to the spout throughout the trial, and no retrieval occurred.  
6. 0:00 - 1:00: Mouse remains stationary with both paws on the surface.  
1:01 - 1:10: Mouse lifts its right paw and moves it toward the spout.  
1:11 - 1:20: Right paw approaches the spout but does not make contact with the water drop.  
1:21 - 1:30: Mouse retracts its right paw without touching the water drop.  
1:31 - 2:00: Mouse remains stationary with no further movement toward the spout.  
7. 95%", 95%,70.6015150495323,59.86678803803804,83.27514827327327,29.65899915444188,28.925649462329204,30.35894402785295
1,1,77, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout to bring the drop to the mouth. No water was consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout to bring the drop to the mouth. No water was consumed.  
6. 0:00 - 1:30: Mouse remains stationary with both paws on the surface.  
1:30 - 2:00: Mouse begins to lift its right paw.  
2:00 - 3:00: Right paw moves toward the spout but does not make contact with the water drop.  
3:00 - 4:00: Right paw continues to move but remains at a distance from the spout.  
4:00 - 4:30: Right paw retracts without touching the water drop.  
4:30 - 5:00: Mouse remains stationary with no further movement.  
7. 95%", 95%,65.73549539841567,56.29411036036037,81.63513013013014,29.96742389879513,29.012032714957755,30.62617400684329
2,2,25, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout. The water drop remained attached to the spout, and no retrieval occurred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout. The water drop remained attached to the spout, and no retrieval occurred.  
6. 0:00 - 1:15: Mouse remains stationary with both paws on the surface.  
1:16 - 1:20: Mouse lifts its right paw slightly but does not reach the spout.  
1:21 - 1:30: Mouse moves its head and right paw toward the left side of the frame, but no contact with the water drop is observed.  
1:31 - 4:45: Mouse continues to move its head and right paw, but the paw does not approach the spout or touch the water drop.  
7. 95%", 95%,75.09997759613061,63.72676801801802,85.69487862862863,29.380088708892654,28.801254928512098,30.087584676121654
3,3,27, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout. The water drop remained attached to the spout, and no retrieval occurred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout. The water drop remained attached to the spout, and no retrieval occurred.  
6. 0:00 - 1:20: Mouse remains stationary with both paws on the surface.  
1:21 - 1:30: Mouse lifts its right paw and moves it toward the spout.  
1:31 - 1:40: Mouse's right paw approaches the spout but does not make contact with the water drop.  
1:41 - 2:00: Mouse retracts its right paw and returns to the initial position.  
2:01 - 4:45: Mouse remains stationary with no further movement toward the spout.  
7. 95%", 95%,72.7675045843257,60.68351539039039,85.09801739239239,29.525981517059574,28.831609188276687,30.300096293856136
4,4,32, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The right paw did not move toward the spout, and the tongue did not touch the drop.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The right paw did not move toward the spout, and the tongue did not touch the drop.  
6. 0:00 - 1:30: The mouse remains stationary with both paws on the surface.  
1:30 - 2:00: The mouse lifts its right paw and moves it toward the spout.  
2:00 - 2:30: The mouse's right paw approaches the spout but does not make contact with the water drop.  
2:30 - 3:00: The mouse retracts its right paw without touching the water drop.  
3:00 - 4:00: The mouse remains stationary with both paws on the surface.  
7. 95%", 95%,69.35219959183321,61.66515515515516,81.00346096096096,29.73322069709568,29.045767858888077,30.23040532305974
5,5,18, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The right paw did not move toward the spout, and the tongue did not touch the drop.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The right paw did not move toward the spout, and the tongue did not touch the drop.  
6. 0:00 - 1:12: The mouse is stationary with both paws on the surface.  
1:13 - 1:20: The mouse lifts its right paw and moves it toward the spout.  
1:21 - 1:30: The mouse's right paw approaches the spout but does not make contact with the water drop.  
1:31 - 4:45: The mouse remains in a stationary position with no further movement of the right paw or tongue.  
7. 95%", 95%,68.94683839011425,60.43751438938939,84.63908596096095,29.764927587663667,28.855093962081604,30.3177376604093
6,6,33,,,,,s,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained attached to the spout, and the mouse did not successfully retrieve it.  
6. 0:00 - 1:20: The mouse is stationary with both paws on the surface.  
1:20 - 1:40: The mouse lifts its right paw and moves it toward the spout.  
1:40 - 2:00: The mouse's right paw approaches the spout but does not touch the water drop.  
2:00 - 2:20: The mouse's right paw moves away from the spout without making contact with the water drop.  
2:20 - 2:40: The mouse returns its right paw to the surface.  
2:40 - 3:00: The mouse remains stationary with both paws on the surface.  
3:00 - 3:20: The mouse lifts its right paw again and moves it toward the spout.  
3:20 - 3:40: The mouse's right paw approaches the spout but does not touch the water drop.  
3:40 - 4:00: The mouse's right paw moves away from the spout without making contact with the water drop.  
4:00 - 4:20: The mouse returns its right paw to the surface.  
4:20 - 4:40: The mouse remains stationary with both paws on the surface.  
4:40 - 5:00: The mouse lifts its right paw and moves it toward the spout.  
5:00 - 5:20: The mouse's right paw approaches the spout but does not touch the water drop.  
5:20 - 5:40: The mouse's right paw moves away from the spout without making contact with the water drop.  
5:40 - 6:00: The mouse returns its right paw to the surface.  
6:00 - 6:20: The mouse remains stationary with both paws on the surface.  
6:20 - 6:40: The mouse lifts its right paw and moves it toward the spout.  
6:40 - 7:00: The mouse's right paw approaches the spout but does not touch the water drop.  
7:00 - 7:20: The mouse's right paw moves away from the spout without making contact with the water drop.  
7:20 - 7:40: The mouse returns its right paw to the surface.  
7:40 - 8:00: The mouse remains stationary with both paws on the surface.  
8:00 - 8:20: The mouse lifts its right paw and moves it toward the spout.  
8:20 - 8:40: The mouse's right paw approaches the spout but does not touch the water drop.  
8:40 - 9:00: The mouse's right paw moves away from the spout without making contact with the water drop.  
9:00 - 9:20: The mouse returns its right paw to the surface.  
9:20 - 9:40: The mouse remains stationary with both paws on the surface.  
9:40 - 10:00: The mouse lifts its right paw and moves it toward the spout.  
10:00 - 10:20: The mouse's right paw approaches the spout but does not touch the water drop.  
10:20 - 10:40: The mouse's right paw moves away from the spout without making contact with the water drop.  
10:40 - 11:00: The mouse returns its right paw to the surface.  
11:00 - 11:20: The mouse remains stationary with both paws on the surface.  
11:20 - 11:40: The mouse lifts its right paw and moves it toward the spout.  
11:40 - 12:00: The mouse's right paw approaches the spout but does not touch the water drop.  
12:00 - 12:20: The mouse's right paw moves away from the spout without making contact with the water drop.  
12:20 - 12:40: The mouse returns its right paw to the surface.  
12:",,68.71690929075628,56.23762575075075,85.83758445945946,29.782908223808445,28.794028731435677,30.630533835843323
7,7,61, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout. The water drop remained attached to the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout. The water drop remained attached to the spout and was not retrieved.  
6. 0:00 - 1:18: Mouse is stationary, paws on surface, no movement toward spout.  
1:19 - 1:25: Mouse lifts right paw slightly but does not reach the spout.  
1:26 - 1:30: Mouse lowers right paw, no contact with water drop.  
1:31 - 4:40: Mouse remains in position, no further movement of paws or tongue toward the spout.  
7. 95%", 95%,69.16927063917366,59.30894582082082,83.45811248748748,29.74858872319244,28.916118025092143,30.39960156077017
8,8,67,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The right paw did not move toward the spout, and the tongue did not touch the water drop.  
6. 0:00 - 1:20: The mouse remains stationary with both paws on the surface.  
1:21 - 1:30: The mouse lifts its right paw and moves it toward the spout.  
1:31 - 1:40: The mouse's right paw touches the spout, but no water drop is visible.  
1:41 - 2:00: The mouse's right paw remains on the spout, but no water is retrieved.  
2:01 - 2:20: The mouse's right paw moves away from the spout.  
2:21 - 2:40: The mouse remains stationary with both paws on the surface.  
2:41 - 3:00: The mouse lifts its right paw and moves it toward the spout.  
3:01 - 3:20: The mouse's right paw touches the spout, but no water drop is visible.  
3:21 - 3:40: The mouse's right paw remains on the spout, but no water is retrieved.  
3:41 - 4:00: The mouse's right paw moves away from the spout.  
4:01 - 4:20: The mouse remains stationary with both paws on the surface.  
4:21 - 4:40: The mouse lifts its right paw and moves it toward the spout.  
4:41 - 5:00: The mouse's right paw touches the spout, but no water drop is visible.  
5:01 - 5:20: The mouse's right paw remains on the spout, but no water is retrieved.  
5:21 - 5:40: The mouse's right paw moves away from the spout.  
5:41 - 6:00: The mouse remains stationary with both paws on the surface.  
6:01 - 6:20: The mouse lifts its right paw and moves it toward the spout.  
6:21 - 6:40: The mouse's right paw touches the spout, but no water drop is visible.  
6:41 - 7:00: The mouse's right paw remains on the spout, but no water is retrieved.  
7:01 - 7:20: The mouse's right paw moves away from the spout.  
7:21 - 7:40: The mouse remains stationary with both paws on the surface.  
7:41 - 8:00: The mouse lifts its right paw and moves it toward the spout.  
8:01 - 8:20: The mouse's right paw touches the spout, but no water drop is visible.  
8:21 - 8:40: The mouse's right paw remains on the spout, but no water is retrieved.  
8:41 - 9:00: The mouse's right paw moves away from the spout.  
9:01 - 9:20: The mouse remains stationary with both paws on the surface.  
9:21 - 9:40: The mouse lifts its right paw and moves it toward the spout.  
9:41 - 10:00: The mouse's right paw touches the spout, but no water drop is visible.  
10:01 - 10:20: The mouse's right paw remains on the spout, but no water is retrieved.  
10:21 - 10:40: The mouse's right paw moves away from the spout.  
10:41 - 11:00: The mouse remains stationary with both paws on the surface.  
11:01 - 11:20: The mouse lifts its right paw and moves it toward the spout.  
11:21 - 11:40: The mouse's right paw touches the spout, but no water drop is visible.  
11:41 - 12:00: The mouse's right paw remains on the spout, but no water is retrieved.  
12:01 - 12:20: The mouse's right paw moves away from the spout.  
12:2",,69.37485500586794,60.36889389389389,86.70356606606606,29.747514253184523,28.750434007508105,30.322671422809453
9,9,66, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not successfully bring the water drop to its mouth. The right paw moved toward the spout but did not make contact with the water drop, and no physical interaction between the tongue and the water drop was observed. The water drop remained attached to the spout and was not consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not successfully bring the water drop to its mouth. The right paw moved toward the spout but did not make contact with the water drop, and no physical interaction between the tongue and the water drop was observed. The water drop remained attached to the spout and was not consumed.  
6. 0:00 - 1:00: Mouse remains stationary with both paws on the surface.  
1:00 - 1:10: Right paw begins to lift and move toward the spout.  
1:10 - 1:20: Right paw approaches the spout but does not make contact with the water drop.  
1:20 - 1:30: Right paw retracts without touching the water drop.  
1:30 - 2:00: Mouse remains stationary with no further movement.  
7. 95%", 95%,72.43364402117636,63.82423548548549,82.33789602102102,29.541071752879024,28.97480595584813,30.08094739529085
