Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
0,28, Yes, Yes, No,0.0,f, Failed,"1. Yes
2. Yes
3. No
4. 0%
5. Failed
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with water dripping down. 27.3 - 160.5seconds, The mouse then uses his tongue to grab the water and drink it. 160.5 - 286.2seconds, The mouse continues drinking while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
1,25, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 17.6 - 111.2seconds, The mouse then grabs a water droplet and drinks it. 111.2 - 286.3seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
2,27, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a camera and looking off into the distance. 19.2 - 111.4seconds, The mouse then grabs a water droplet with his tongue and drinks it. 113.8 - 286.4seconds, The mouse continues to do this several times while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
3,32, Yes, No, Yes,100.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. Yes
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 19.5 - 111.7seconds, A drop of water is shown on a spout and the mouse grabs it with his tongue. 112.3 - 286.4seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
4,18, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 17.8 - 113.3seconds, The mouse is then shown licking a water droplet off of a spout. 108.3 - 286.2seconds, The mouse continues to lick the droplet and drink it all up. 
7. I am 100% confident in my results.", I am 100% confident in my results.
5,33, Yes, No, Yes,100.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. Yes
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 8.9 seconds: The mouse is seen sitting in front of a spout with a drop of water hanging from it. 9.2 - 12.1 seconds: The mouse uses its paw to grab the water and bring it to its mouth. 12.4 - 17.3 seconds: The mouse drinks the water. 17.6 - 286.5 seconds: The mouse continues to drink the water.
7. I am 100% confident in my results.", I am 100% confident in my results.
6,59,,,,,ucn,,,
7,93, Yes, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 19.8: The mouse is head-fixed and a water drop is delivered to the spout. 20.7 - 286.2: The mouse attempts to reach the water drop with its tongue but fails to do so.
7. I am 100% confident in my results.", I am 100% confident in my results.
8,4, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off. 10.9 - 286.2seconds, The mouse then uses his tongue to lick the water off and drink it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
9,1, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 17.9 - 111.4seconds, The mouse then grabs a water droplet and drinks it. 111.4 - 286.1seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
