Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
0,77, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a camera and grabbing a water droplet with his tongue. 17.6 - 110.3seconds, The mouse continues to drink from the droplet while the camera watches. 108.5 - 286.1seconds, The mouse grabs the droplet several times and drinks it all up. 
7. I am 100% confident in my results.", I am 100% confident in my results.
1,25, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A small rodent is seen sitting in front of a spout with a drop of water hanging off of it. 19.2 - 111.2seconds, The mouse then moves his paw up to grab the water and drink it. 113.5 - 286.4seconds, The same clip is shown again in slow motion. 
7. I am 100% confident in my results.", I am 100% confident in my results.
2,118, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off of it. 18.9 - 107.0seconds, The mouse then uses his tongue to grab the water and drink it. 107.0 - 286.1seconds, The mouse continues to do this over and over again while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
3,84, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off. 17.8 - 109.2seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 109.2 - 286.6seconds, He continues to drink the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
4,107, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A small mouse is seen sitting in front of a spout with a drop of water hanging off. 17.8 - 109.2seconds, The mouse then grabs the drop with his tongue and begins to drink. 109.2 - 286.1seconds, He continues drinking until the drop is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
5,93, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging from it. 27.2 - 111.2seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 111.2 - 286.2seconds, He continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
6,4,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A small rodent is seen sitting in front of a spout with a drop of water hanging off of it. 17.8 - 111.0seconds, The animal then moves his tongue out and licks the water off the spout. 111.0 - 286.1seconds, He continues to do this several times while the camera watches.",
7,1, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 17.8 - 110.3seconds, A drop of water is shown dripping down and the mouse grabbing it with his tongue. 108.2 - 286.3seconds, The mouse continues to drink the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
8,75, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A small mouse is seen sitting in front of a spout with a drop of water hanging off of it. 7.8 - 19.2seconds, The mouse then grabs the water with his mouth and begins to drink. 19.2 - 286.4seconds, The mouse continues drinking while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
9,16,,,,,ucn,,,
