Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
0,28,,,,,ucn,,,
1,25,,,,,ucn,,,
2,27,,,,,ucn,,,
3,32,,,,,ucn,,,
4,18,,,,,ucn,,,
5,33,,,,,ucn,,,
6,66,,,,,ucn,,,
7,59,,,,,ucn,,,
8,4,,,,,ucn,,,
9,41,,,,,ucn,,,
10,1,,,,,ucn,,,
11,37,,,,,ucn,,,
12,54,,,,,ucn,,,
13,39,,,,,ucn,,,
14,29,,,,,ucn,,,
15,49,,,,,ucn,,,
16,56,,,,,ucn,,,
17,31,,,,,ucn,,,
18,50,,,,,ucn,,,
19,60,,,,,ucn,,,
20,71,,,,,ucn,,,
21,36,,,,,ucn,,,
22,17,,,,,ucn,,,
23,40,,,,,ucn,,,
24,8,,,,,ucn,,,
25,7,,,,,ucn,,,
26,30,,,,,ucn,,,
27,21,,,,,ucn,,,
28,46,,,,,ucn,,,
29,42,,,,,ucn,,,
30,24,,,,,ucn,,,
31,19,,,,,ucn,,,
32,11,,,,,ucn,,,
33,9, Yes, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A close up of a mouse is seen sitting in front of a small spout. 19.4 - 113.2seconds, The mouse then grabs a hold of the drop and drinks it. 114.6 - 286.6seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
34,15, Yes, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.9seconds, A close up of a mouse is seen sitting in front of a small spout. 18.5 - 111.4seconds, The mouse then grabs the drop of water with his paws and attempts to drink it. 112.0 - 286.1seconds, The mouse continues to grab the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
35,43,,,,,ucn,,,
36,34,,,,,ucn,,,
37,3,,,,,ucn,,,
38,13,,,,,ucn,,,
39,47,,,,,ucn,,,
40,45,,,,,ucn,,,
41,53,,,,,ucn,,,
42,48,,,,,ucn,,,
43,14,,,,,ucn,,,
44,23,,,,,ucn,,,
45,57,,,,,ucn,,,
46,52,,,,,ucn,,,
47,10,,,,,ucn,,,
48,0, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with water dripping down. 27.2 - 161.2seconds, The mouse then grabs the drop with his tongue and drinks it. 158.1 - 286.1seconds, The mouse continues to do this several times while the camera watches. 
7. 0.0 - 28.9seconds, A mouse is sitting in front of a spout. 27.2 - 161.2seconds, The mouse grabs the drop with his tongue. 158.1 - 286.1seconds, The mouse continues to grab the drop with his tongue."," 0.0 - 28.9seconds, A mouse is sitting in front of a spout. 27.2 - 161.2seconds, The mouse grabs the drop with his tongue. 158.1 - 286.1seconds, The mouse continues to grab the drop with his tongue."
49,38, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with water dripping down. 19.4 - 106.2seconds, The mouse then grabs the drop and drinks it. 110.7 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
50,26,,,,,ucn,,,
51,58,,,,,ucn,,,
52,55,,,,,ucn,,,
53,5,,,,,ucn,,,
54,44,,,,,ucn,,,
