,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
0,0,77, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve any of it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve any of it.  
6. 0:00 - 1:59: The mouse is stationary, with both paws resting on the surface.  
1:59 - 2:00: The water drop appears on the spout.  
2:00 - 2:01: The mouse lifts its right paw toward the water drop.  
2:01 - 2:02: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
2:02 - 2:03: The mouse's right paw moves away from the water drop.  
2:03 - 4:45: The mouse remains stationary, with no further interaction with the water drop.  
7. 95%", 95%
1,1,25, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not bring the drop close to the mouth. There is no visual evidence of water being consumed or transferred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not bring the drop close to the mouth. There is no visual evidence of water being consumed or transferred.  
6. 0:00 - 1:50: Mouse remains stationary with paws on the surface, no water drop visible.  
   1:51 - 2:00: Water drop appears on the spout to the left of the mouse.  
   2:01 - 2:10: Mouse extends its right paw toward the water drop.  
   2:11 - 2:20: Right paw touches the water drop, but no transfer occurs.  
   2:21 - 2:30: Right paw retracts without bringing the drop to the mouth.  
   2:31 - 4:45: Mouse remains stationary, no further interaction with the water drop.  
7. 95%", 95%
2,2,18, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The mouse attempted to reach the drop with its paw but did not successfully bring it to its mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The mouse attempted to reach the drop with its paw but did not successfully bring it to its mouth.  
6. 0:00 - 1:20: The mouse is stationary with its paws on the surface.  
1:20 - 1:30: The water drop appears on the spout.  
1:30 - 2:00: The mouse extends its right paw toward the water drop.  
2:00 - 2:30: The mouse's paw touches the water drop, but it does not bring it to its mouth.  
2:30 - 3:00: The mouse retracts its paw without consuming any water.  
7. 95%", 95%
3,3,33, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no visual evidence of any water being retrieved or ingested.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no visual evidence of any water being retrieved or ingested.  
6. 0:00 - 1:50: Mouse remains stationary with paws on the surface, no water drop visible.  
1:51 - 2:00: Water drop appears on the spout to the left of the mouse.  
2:01 - 2:30: Mouse lifts its right paw and moves it toward the water drop.  
2:31 - 2:40: Right paw makes contact with the water drop, but the drop does not detach.  
2:41 - 3:00: Mouse attempts to bring the drop closer to its mouth but fails to retrieve it.  
3:01 - 4:40: Mouse continues to attempt to reach the water drop with its paw, but the drop remains on the spout.  
4:41 - 4:50: Water drop remains on the spout, no change in position or detachment.  
7. 95%", 95%
4,4,61, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no visual evidence of water being consumed or transferred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no visual evidence of water being consumed or transferred.  
6. 0:00 - 2:08: Mouse remains stationary with paws on the surface, no water drop visible.  
2:09 - 2:12: Water drop appears on the spout.  
2:13 - 2:16: Mouse lifts its right paw toward the spout.  
2:17 - 2:20: Right paw touches the water drop, but no transfer occurs.  
2:21 - 2:24: Right paw retracts without bringing the drop to the mouth.  
2:25 - 4:45: Mouse remains in position, no further interaction with the water drop.  
7. 95%", 95%
5,5,66, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was transferred to its mouth. The tongue did not touch the drop, and the paw did not bring the drop close enough for consumption.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was transferred to its mouth. The tongue did not touch the drop, and the paw did not bring the drop close enough for consumption.  
6. 0:00 - 0:58: The mouse remains stationary with both paws on the surface, no water drop visible.  
0:59 - 1:01: The water drop appears on the spout.  
1:02 - 1:05: The mouse lifts its right paw and moves it toward the water drop.  
1:06 - 1:10: The right paw touches the water drop, causing it to detach and fall.  
1:11 - 1:15: The water drop falls to the surface below, and the mouse does not attempt to retrieve it.  
1:16 - 4:45: The mouse remains stationary, with no further interaction with the water drop.  
7. 95%", 95%
6,6,84,,,,,s,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve any of it.  
6. 0:00 - 1:05: The mouse is stationary, with both paws on the surface.  
1:06 - 1:15: The water drop appears on the spout.  
1:16 - 1:25: The mouse lifts its right paw and moves it toward the water drop.  
1:26 - 1:35: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
1:36 - 1:45: The mouse's right paw moves away from the water drop.  
1:46 - 2:00: The mouse remains stationary, with both paws on the surface.  
2:01 - 2:10: The mouse lifts its right paw and moves it toward the water drop again.  
2:11 - 2:20: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
2:21 - 2:30: The mouse's right paw moves away from the water drop.  
2:31 - 2:40: The mouse remains stationary, with both paws on the surface.  
2:41 - 2:50: The mouse lifts its right paw and moves it toward the water drop again.  
2:51 - 3:00: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
3:01 - 3:10: The mouse's right paw moves away from the water drop.  
3:11 - 3:20: The mouse remains stationary, with both paws on the surface.  
3:21 - 3:30: The mouse lifts its right paw and moves it toward the water drop again.  
3:31 - 3:40: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
3:41 - 3:50: The mouse's right paw moves away from the water drop.  
3:51 - 4:00: The mouse remains stationary, with both paws on the surface.  
4:01 - 4:10: The mouse lifts its right paw and moves it toward the water drop again.  
4:11 - 4:20: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
4:21 - 4:30: The mouse's right paw moves away from the water drop.  
4:31 - 4:40: The mouse remains stationary, with both paws on the surface.  
4:41 - 4:50: The mouse lifts its right paw and moves it toward the water drop again.  
4:51 - 5:00: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
5:01 - 5:10: The mouse's right paw moves away from the water drop.  
5:11 - 5:20: The mouse remains stationary, with both paws on the surface.  
5:21 - 5:30: The mouse lifts its right paw and moves it toward the water drop again.  
5:31 - 5:40: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
5:41 - 5:50: The mouse's right paw moves away from the water drop.  
5:51 - 6:00: The mouse remains stationary, with both paws on the surface.  
6:01 - 6:10: The mouse lifts its right paw and moves it toward the water drop again.  
6:11 - 6:20: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
6:21 - 6:30: The mouse's right paw moves away from the water drop.  
6:31 - 6:40: The mouse remains stationary, with both paws on the surface.  
6:41 - 6:50: The mouse lifts its right paw and moves it toward the water drop again.  
6:51 - 7:",
7,7,111,,,,,s,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve any of it.  
6. 0:00 - 1:00: The mouse is stationary, with its paws resting on the surface.  
1:00 - 1:30: The water drop appears on the spout.  
1:30 - 2:00: The mouse lifts its right paw and moves it toward the water drop.  
2:00 - 2:30: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
2:30 - 3:00: The mouse's right paw moves away from the water drop.  
3:00 - 3:30: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
3:30 - 4:00: The mouse's right paw moves away from the spout.  
4:00 - 4:30: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
4:30 - 5:00: The mouse's right paw moves away from the spout.  
5:00 - 5:30: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
5:30 - 6:00: The mouse's right paw moves away from the spout.  
6:00 - 6:30: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
6:30 - 7:00: The mouse's right paw moves away from the spout.  
7:00 - 7:30: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
7:30 - 8:00: The mouse's right paw moves away from the spout.  
8:00 - 8:30: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
8:30 - 9:00: The mouse's right paw moves away from the spout.  
9:00 - 9:30: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
9:30 - 10:00: The mouse's right paw moves away from the spout.  
10:00 - 10:30: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
10:30 - 11:00: The mouse's right paw moves away from the spout.  
11:00 - 11:30: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
11:30 - 12:00: The mouse's right paw moves away from the spout.  
12:00 - 12:30: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
12:30 - 13:00: The mouse's right paw moves away from the spout.  
13:00 - 13:30: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
13:30 - 14:00: The mouse's right paw moves away from the spout.  
14:00 - 14:30: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
14:30 - 15:00: The mouse's right paw moves away from the spout.  
15:00 - 15:30: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
15:30 - 16:00: The mouse's right paw moves away from the spout.  
16:00 - 16:30: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
16:30 - 17:00",
8,8,22, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop close to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop close to the mouth.  
6. 0:00 - 1:30: The mouse is stationary, with both paws on the surface.  
1:30 - 2:10: The mouse lifts its right paw and moves it toward the spout.  
2:10 - 2:30: The right paw touches the water drop, but the drop does not detach.  
2:30 - 3:00: The mouse retracts its paw without consuming any water.  
3:00 - 4:40: The mouse remains stationary, with no further interaction with the water drop.  
7. 95%", 95%
9,9,59, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The mouse's right paw moved toward the spout but did not touch the water drop, and no water was transferred to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The mouse's right paw moved toward the spout but did not touch the water drop, and no water was transferred to the mouth.  
6. 0:00 - 1:20: The mouse remains stationary with both paws on the surface.  
1:20 - 1:40: The mouse's right paw lifts and moves toward the spout but does not touch the water drop.  
1:40 - 2:00: The mouse's right paw returns to the surface without contacting the water drop.  
2:00 - 4:45: The mouse remains stationary with no further movement of the paws or tongue.  
7. 95%", 95%
