name,trial,cam,event,outcome,raw_answers,tongue_contact,water_drop_stable,water_spilled,outcome_classification,justification
AZ_L3_2024-12-16_1,0,camB,Reward,,"{
  ""tongue_contact"": true,
  ""water_drop_stable"": true,
  ""water_spilled"": false,
  ""percentage_consumed"": 100,
  ""outcome_classification"": ""Successful"",
  ""justification"": ""The mouse's right paw made full contact with the water drop, transferring the entire volume to its paw. It then brought the paw to its mouth without any visible spillage, allowing for full consumption."",
  ""timeline"": [
    {
      ""time_range"": ""0.8s - 1.5s"",
      ""event_classification"": ""Water drop formation"",
      ""event_description"": ""A water drop forms and stabilizes at the tip of the spout.""
    },
    {
      ""time_range"": ""1.6s - 2.1s"",
      ""event_classification"": ""Paw contacts water drop"",
      ""event_description"": ""The mouse lifts its right paw and makes contact with the water drop. The entire drop adheres to the paw.""
    },
    {
      ""time_range"": ""2.2s - 3.5s"",
      ""event_classification"": ""Paw moves to mouth"",
      ""event_description"": ""The mouse retracts its right paw, holding the water, and brings it towards its mouth. The left paw is also raised to meet the right paw.""
    },
    {
      ""time_range"": ""3.6s - 4.5s"",
      ""event_classification"": ""Water consumption from paw"",
      ""event_description"": ""The mouse holds both paws cupped together in front of its mouth and lowers its head to consume the water.""
    }
  ]
}",True,True,False,Successful,"The mouse's right paw made full contact with the water drop, transferring the entire volume to its paw. It then brought the paw to its mouth without any visible spillage, allowing for full consumption."
AZ_L3_2024-12-16_1,1,camB,Reward,,"{
  ""tongue_contact"": true,
  ""water_drop_stable"": true,
  ""water_spilled"": true,
  ""percentage_consumed"": 30,
  ""outcome_classification"": ""Failed"",
  ""justification"": ""The mouse successfully collected the water drop with its paw, but a significant portion of the water was spilled as the paw was brought to the mouth. The amount consumed was less than 40% of the original drop."",
  ""timeline"": [
    {
      ""time_range"": ""0.5s - 1.5s"",
      ""event_classification"": ""Water drop formation"",
      ""event_description"": ""A water drop forms and remains stable at the tip of the metal spout.""
    },
    {
      ""time_range"": ""2.0s - 2.9s"",
      ""event_classification"": ""Paw reaches for spout"",
      ""event_description"": ""The mouse lifts its right paw and moves it towards the water drop.""
    },
    {
      ""time_range"": ""2.9s - 3.3s"",
      ""event_classification"": ""Paw contacts water drop"",
      ""event_description"": ""The right paw makes contact with the water drop, and the entire drop adheres to the paw.""
    },
    {
      ""time_range"": ""3.3s - 3.8s"",
      ""event_classification"": ""Water drop spilled"",
      ""event_description"": ""As the mouse retracts its paw towards its mouth, a large portion of the water drop detaches from the paw and falls.""
    },
    {
      ""time_range"": ""3.8s - 4.6s"",
      ""event_classification"": ""Paw brought to mouth"",
      ""event_description"": ""The mouse brings its paw with the remaining water to its mouth and appears to lick it.""
    }
  ]
}",True,True,True,Failed,"The mouse successfully collected the water drop with its paw, but a significant portion of the water was spilled as the paw was brought to the mouth. The amount consumed was less than 40% of the original drop."
AZ_L3_2024-12-16_1,2,camB,Reward,,"{
  ""tongue_contact"": true,
  ""water_drop_stable"": true,
  ""water_spilled"": false,
  ""percentage_consumed"": 100,
  ""outcome_classification"": ""Successful"",
  ""justification"": ""The mouse successfully used its right paw to retrieve the entire water drop from the spout, brought the paw to its mouth, and its tongue was observed making direct contact with the paw to consume the water. No water was visibly spilled during the process."",
  ""timeline"": [
    {
      ""time_range"": ""0.8s - 1.5s"",
      ""event_classification"": ""Water drop formation"",
      ""event_description"": ""A single water drop forms and remains stable on the tip of the spout.""
    },
    {
      ""time_range"": ""1.8s - 2.3s"",
      ""event_classification"": ""Paw contacts water drop"",
      ""event_description"": ""The mouse lifts its right paw and makes contact with the water drop. The entire drop adheres to the paw.""
    },
    {
      ""time_range"": ""2.4s - 3.8s"",
      ""event_classification"": ""Paw brings water to mouth"",
      ""event_description"": ""The mouse retracts its right paw, now holding the water, and brings it directly to its mouth.""
    },
    {
      ""time_range"": ""3.9s - 4.6s"",
      ""event_classification"": ""Tongue licks paw"",
      ""event_description"": ""The mouse's tongue extends and makes repeated contact with the paw, consuming the water.""
    }
  ]
}",True,True,False,Successful,"The mouse successfully used its right paw to retrieve the entire water drop from the spout, brought the paw to its mouth, and its tongue was observed making direct contact with the paw to consume the water. No water was visibly spilled during the process."
AZ_L3_2024-12-16_1,3,camB,Reward,,"{
  ""tongue_contact"": true,
  ""water_drop_stable"": true,
  ""water_spilled"": false,
  ""percentage_consumed"": 100,
  ""outcome_classification"": ""Successful"",
  ""justification"": ""The mouse successfully used its right paw to retrieve the entire water drop from the spout, brought it to its mouth, and consumed it completely without any visible spillage."",
  ""timeline"": [
    {
      ""time_range"": ""0.5s - 1.5s"",
      ""event_classification"": ""Water drop formation"",
      ""event_description"": ""A single water drop forms and remains stable at the tip of the metal spout.""
    },
    {
      ""time_range"": ""1.5s - 2.0s"",
      ""event_classification"": ""Paw reaches for spout"",
      ""event_description"": ""The mouse lifts its right paw from the resting surface and moves it towards the water drop.""
    },
    {
      ""time_range"": ""2.0s - 2.2s"",
      ""event_classification"": ""Paw retrieves water drop"",
      ""event_description"": ""The mouse's right paw makes contact with the water drop, and the entire drop adheres to the paw, detaching cleanly from the spout.""
    },
    {
      ""time_range"": ""2.2s - 3.5s"",
      ""event_classification"": ""Paw moves to mouth"",
      ""event_description"": ""The mouse retracts its right paw, now holding the water, and brings it directly in front of its mouth.""
    },
    {
      ""time_range"": ""3.5s - 4.5s"",
      ""event_classification"": ""Tongue licks paw"",
      ""event_description"": ""The mouse extends its tongue and makes repeated contact with its paw, consuming the water held on it.""
    }
  ]
}",True,True,False,Successful,"The mouse successfully used its right paw to retrieve the entire water drop from the spout, brought it to its mouth, and consumed it completely without any visible spillage."
AZ_L3_2024-12-16_1,4,camB,Reward,,"{
  ""tongue_contact"": true,
  ""water_drop_stable"": true,
  ""water_spilled"": false,
  ""percentage_consumed"": 100,
  ""outcome_classification"": ""Successful"",
  ""justification"": ""The mouse successfully used its right paw to retrieve the entire water drop from the spout, brought it to its mouth, and consumed it completely with its tongue without any visible spillage."",
  ""timeline"": [
    {
      ""time_range"": ""0.0s - 1.2s"",
      ""event_classification"": ""Water drop formation"",
      ""event_description"": ""A water drop forms and remains stable on the tip of the spout. The mouse is in a resting position.""
    },
    {
      ""time_range"": ""1.2s - 2.1s"",
      ""event_classification"": ""Paw reaches for spout"",
      ""event_description"": ""The mouse lifts its right paw off the surface and moves it towards the water drop.""
    },
    {
      ""time_range"": ""2.1s - 2.6s"",
      ""event_classification"": ""Paw retrieves water"",
      ""event_description"": ""The right paw makes contact with the water drop, and the entire drop adheres to the paw.""
    },
    {
      ""time_range"": ""2.6s - 3.2s"",
      ""event_classification"": ""Paw brings water to mouth"",
      ""event_description"": ""The mouse retracts its right paw, bringing the water drop directly in front of its mouth.""
    },
    {
      ""time_range"": ""3.2s - 4.5s"",
      ""event_classification"": ""Tongue licks paw"",
      ""event_description"": ""The mouse extends its tongue, making direct contact with the water on its paw and consuming the entire drop.""
    }
  ]
}",True,True,False,Successful,"The mouse successfully used its right paw to retrieve the entire water drop from the spout, brought it to its mouth, and consumed it completely with its tongue without any visible spillage."
AZ_L3_2024-12-16_1,5,camB,Reward,,"{
  ""tongue_contact"": true,
  ""water_drop_stable"": true,
  ""water_spilled"": false,
  ""percentage_consumed"": 100,
  ""outcome_classification"": ""Successful"",
  ""justification"": ""The mouse successfully used its right paw to retrieve the entire water drop from the spout, brought it to its mouth, and consumed it completely with its tongue. No water was spilled during the process."",
  ""timeline"": [
    {
      ""time_range"": ""0.0s - 1.2s"",
      ""event_classification"": ""Water drop formation"",
      ""event_description"": ""A water drop forms and remains stable at the tip of the metal spout. The mouse's paws are at rest.""
    },
    {
      ""time_range"": ""1.2s - 2.1s"",
      ""event_classification"": ""Paw contacts water drop"",
      ""event_description"": ""The mouse lifts its right paw towards the spout, making contact with the water drop. The entire drop adheres to the paw.""
    },
    {
      ""time_range"": ""2.1s - 3.0s"",
      ""event_classification"": ""Tongue licks paw"",
      ""event_description"": ""The mouse brings its right paw to its mouth. The tongue extends and makes direct contact with the paw, consuming the entire water drop.""
    },
    {
      ""time_range"": ""3.0s - 4.5s"",
      ""event_classification"": ""Post-consumption behavior"",
      ""event_description"": ""After consuming the water, the mouse brings both paws together in front of its mouth in a grooming-like motion.""
    }
  ]
}",True,True,False,Successful,"The mouse successfully used its right paw to retrieve the entire water drop from the spout, brought it to its mouth, and consumed it completely with its tongue. No water was spilled during the process."
AZ_L3_2024-12-16_1,6,camB,Reward,,"{
  ""tongue_contact"": true,
  ""water_drop_stable"": true,
  ""water_spilled"": false,
  ""percentage_consumed"": 100,
  ""outcome_classification"": ""Successful"",
  ""justification"": ""The mouse successfully captured the entire water drop with its right paw, brought the paw to its mouth, and consumed the water by licking its paw. No water was visibly spilled during the process."",
  ""timeline"": [
    {
      ""time_range"": ""0.8s - 1.2s"",
      ""event_classification"": ""Water drop formation"",
      ""event_description"": ""A single water drop forms and remains attached to the tip of the metal spout.""
    },
    {
      ""time_range"": ""1.2s - 1.6s"",
      ""event_classification"": ""Paw reaches for spout"",
      ""event_description"": ""The mouse lifts its right paw from the resting surface and moves it towards the water drop.""
    },
    {
      ""time_range"": ""1.6s - 1.8s"",
      ""event_classification"": ""Paw contacts water drop"",
      ""event_description"": ""The right paw makes contact with the water drop, and the entire drop transfers from the spout to the paw.""
    },
    {
      ""time_range"": ""1.8s - 2.4s"",
      ""event_classification"": ""Paw retracts to mouth"",
      ""event_description"": ""The mouse brings its right paw, holding the water, towards its mouth.""
    },
    {
      ""time_range"": ""2.4s - 4.5s"",
      ""event_classification"": ""Tongue licks paw"",
      ""event_description"": ""The mouse holds its paw to its mouth and repeatedly extends its tongue to lick the water from the paw, consuming the entire drop.""
    }
  ]
}",True,True,False,Successful,"The mouse successfully captured the entire water drop with its right paw, brought the paw to its mouth, and consumed the water by licking its paw. No water was visibly spilled during the process."
AZ_L3_2024-12-16_1,7,camB,No_reward,nd,,,,,,
AZ_L3_2024-12-16_1,8,camB,Reward,,"{
  ""tongue_contact"": true,
  ""water_drop_stable"": true,
  ""water_spilled"": false,
  ""percentage_consumed"": 100,
  ""outcome_classification"": ""Successful"",
  ""justification"": ""The mouse successfully used its right paw to retrieve the entire water drop from the spout. It then brought the paw to its mouth and its tongue was observed making contact with the paw, consuming the entire drop without any visible spillage."",
  ""timeline"": [
    {
      ""time_range"": ""0.5s - 1.5s"",
      ""event_classification"": ""Water drop formation"",
      ""event_description"": ""A single water drop forms and remains attached to the tip of the metal spout.""
    },
    {
      ""time_range"": ""1.6s - 2.2s"",
      ""event_classification"": ""Paw contacts water drop"",
      ""event_description"": ""The mouse lifts its right paw and makes direct contact with the water drop, which adheres completely to the paw.""
    },
    {
      ""time_range"": ""2.3s - 3.5s"",
      ""event_classification"": ""Paw retracts to mouth"",
      ""event_description"": ""The mouse brings its right paw, holding the entire water drop, directly to its mouth area.""
    },
    {
      ""time_range"": ""3.6s - 4.5s"",
      ""event_classification"": ""Tongue licks paw"",
      ""event_description"": ""The mouse's tongue is visibly extended and makes contact with the water on its paw, consuming the drop.""
    }
  ]
}",True,True,False,Successful,"The mouse successfully used its right paw to retrieve the entire water drop from the spout. It then brought the paw to its mouth and its tongue was observed making contact with the paw, consuming the entire drop without any visible spillage."
AZ_L3_2024-12-16_1,9,camB,Reward,,"{
  ""tongue_contact"": false,
  ""water_drop_stable"": true,
  ""water_spilled"": false,
  ""percentage_consumed"": 0,
  ""outcome_classification"": ""Failed"",
  ""justification"": ""The mouse made no observable attempt to reach for the water drop with its right paw. The paw remained on the surface for the entire duration, resulting in no contact with the water and zero consumption."",
  ""timeline"": [
    {
      ""time_range"": ""00:01s - 00:02s"",
      ""event_classification"": ""Water drop formation"",
      ""event_description"": ""A water drop forms at the tip of the spout and remains stable and fully attached.""
    },
    {
      ""time_range"": ""00:02s - 00:04s"",
      ""event_classification"": ""No attempt to reach"",
      ""event_description"": ""The mouse remains stationary after the water drop is presented. No change was observed in the position of its right paw, which stays on the surface.""
    }
  ]
}",False,True,False,Failed,"The mouse made no observable attempt to reach for the water drop with its right paw. The paw remained on the surface for the entire duration, resulting in no contact with the water and zero consumption."
