name,trial,cam,event,outcome,raw_answers,tongue_contact,water_drop_stable,water_spilled,outcome_classification,justification
FJ_L2_2024-07-29_1,0,camB,Reward,,"{
  ""tongue_contact"": true,
  ""water_drop_stable"": true,
  ""water_spilled"": false,
  ""percentage_consumed"": 100,
  ""outcome_classification"": ""Successful"",
  ""justification"": ""The mouse successfully retrieved the entire water drop with its right paw, brought it to its mouth without any visible spillage, and licked the paw to consume the water."",
  ""timeline"": [
    {
      ""time_range"": ""0.8s - 1.2s"",
      ""event_classification"": ""Paw contacts water drop"",
      ""event_description"": ""The mouse lifts its right paw and makes direct contact with the water drop on the spout. The entire drop adheres to the paw.""
    },
    {
      ""time_range"": ""1.2s - 1.8s"",
      ""event_classification"": ""Paw moves to mouth"",
      ""event_description"": ""The mouse brings its right paw, carrying the water drop, directly to its mouth.""
    },
    {
      ""time_range"": ""1.8s - 2.5s"",
      ""event_classification"": ""Tongue licks paw"",
      ""event_description"": ""The mouse extends its tongue and makes contact with its right paw, consuming the water.""
    }
  ]
}",True,True,False,Successful,"The mouse successfully retrieved the entire water drop with its right paw, brought it to its mouth without any visible spillage, and licked the paw to consume the water."
FJ_L2_2024-07-29_1,1,camB,Reward,,"{
  ""tongue_contact"": true,
  ""water_drop_stable"": true,
  ""water_spilled"": false,
  ""percentage_consumed"": 100,
  ""outcome_classification"": ""Successful"",
  ""justification"": ""The mouse successfully used its right paw to retrieve the entire water drop from the spout, brought it to its mouth, and consumed it completely without any visible spillage."",
  ""timeline"": [
    {
      ""time_range"": ""0.8s - 1.4s"",
      ""event_classification"": ""Water drop formation"",
      ""event_description"": ""A water drop forms and stabilizes on the tip of the spout.""
    },
    {
      ""time_range"": ""1.4s - 1.7s"",
      ""event_classification"": ""Paw reaches for spout"",
      ""event_description"": ""The mouse lifts its right paw from the resting surface and moves it directly towards the water drop on the spout.""
    },
    {
      ""time_range"": ""1.7s - 2.1s"",
      ""event_classification"": ""Paw retrieves water drop"",
      ""event_description"": ""The right paw makes contact with the water drop, and the entire drop adheres to the paw. The paw immediately begins moving towards the mouth.""
    },
    {
      ""time_range"": ""2.1s - 4.2s"",
      ""event_classification"": ""Tongue licks paw"",
      ""event_description"": ""The mouse holds its right paw to its mouth and extends its tongue multiple times to lick the water from the paw.""
    }
  ]
}",True,True,False,Successful,"The mouse successfully used its right paw to retrieve the entire water drop from the spout, brought it to its mouth, and consumed it completely without any visible spillage."
FJ_L2_2024-07-29_1,2,camB,Reward,,"{
  ""tongue_contact"": true,
  ""water_drop_stable"": true,
  ""water_spilled"": true,
  ""percentage_consumed"": 60,
  ""outcome_classification"": ""Partial Success"",
  ""justification"": ""The mouse successfully transferred the water drop from the spout to its mouth via its paw. However, a visible amount of water was spilled from its chin during consumption, resulting in only a partial amount being consumed."",
  ""timeline"": [
    {
      ""time_range"": ""0.0s - 0.8s"",
      ""event_classification"": ""Water drop forms"",
      ""event_description"": ""A water drop forms at the tip of the spout and remains stable.""
    },
    {
      ""time_range"": ""0.9s - 1.2s"",
      ""event_classification"": ""Paw contacts water"",
      ""event_description"": ""The mouse lifts its right paw and makes contact with the water drop, which adheres to the paw.""
    },
    {
      ""time_range"": ""1.3s - 1.6s"",
      ""event_classification"": ""Paw moves to mouth"",
      ""event_description"": ""The mouse brings its right paw, holding the water, directly to its open mouth.""
    },
    {
      ""time_range"": ""1.7s - 2.8s"",
      ""event_classification"": ""Tongue licks paw"",
      ""event_description"": ""The mouse extends its tongue and licks the water from its paw.""
    },
    {
      ""time_range"": ""2.9s - 3.4s"",
      ""event_classification"": ""Water spills from chin"",
      ""event_description"": ""While the mouse is consuming the water, a noticeable amount of liquid is seen dripping from its chin.""
    }
  ]
}",True,True,True,Partial Success,"The mouse successfully transferred the water drop from the spout to its mouth via its paw. However, a visible amount of water was spilled from its chin during consumption, resulting in only a partial amount being consumed."
FJ_L2_2024-07-29_1,3,camB,Reward,,"{
  ""tongue_contact"": true,
  ""water_drop_stable"": true,
  ""water_spilled"": false,
  ""percentage_consumed"": 100,
  ""outcome_classification"": ""Successful"",
  ""justification"": ""The mouse's right paw made full contact with the water drop, transferring the entire volume to its mouth without any visible spillage. The tongue was then observed making direct contact with the paw to consume the water."",
  ""timeline"": [
    {
      ""time_range"": ""0.0s - 0.8s"",
      ""event_classification"": ""Water drop forms"",
      ""event_description"": ""A water drop forms and remains stable at the tip of the spout.""
    },
    {
      ""time_range"": ""0.8s - 1.1s"",
      ""event_classification"": ""Paw contacts water"",
      ""event_description"": ""The mouse lifts its right paw, moves it towards the spout, and makes contact with the water drop. The entire drop adheres to the paw.""
    },
    {
      ""time_range"": ""1.1s - 1.5s"",
      ""event_classification"": ""Paw moves to mouth"",
      ""event_description"": ""The mouse retracts its right paw, bringing the water drop towards its mouth.""
    },
    {
      ""time_range"": ""1.5s - 3.5s"",
      ""event_classification"": ""Tongue licks paw"",
      ""event_description"": ""The mouse's tongue repeatedly extends and makes contact with the right paw, consuming the water.""
    },
    {
      ""time_range"": ""3.5s - 4.2s"",
      ""event_classification"": ""Paw returns to rest"",
      ""event_description"": ""The mouse lowers its right paw back to the resting surface.""
    }
  ]
}",True,True,False,Successful,"The mouse's right paw made full contact with the water drop, transferring the entire volume to its mouth without any visible spillage. The tongue was then observed making direct contact with the paw to consume the water."
FJ_L2_2024-07-29_1,4,camB,Reward,,"{
  ""tongue_contact"": true,
  ""water_drop_stable"": true,
  ""water_spilled"": false,
  ""percentage_consumed"": 100,
  ""outcome_classification"": ""Successful"",
  ""justification"": ""The mouse successfully used its right paw to retrieve the entire water drop from the spout, brought it to its mouth, and licked its paw to consume all of the water without any visible spillage."",
  ""timeline"": [
    {
      ""time_range"": ""0.0s - 0.8s"",
      ""event_classification"": ""Water drop formation"",
      ""event_description"": ""A water drop forms and remains stable on the tip of the spout.""
    },
    {
      ""time_range"": ""0.8s - 1.3s"",
      ""event_classification"": ""Paw contacts water drop"",
      ""event_description"": ""The mouse lifts its right paw, makes contact with the water drop, and the entire drop adheres to the paw, detaching cleanly from the spout.""
    },
    {
      ""time_range"": ""1.3s - 2.0s"",
      ""event_classification"": ""Paw brings water to mouth"",
      ""event_description"": ""The mouse retracts its right paw, bringing the water drop towards its mouth.""
    },
    {
      ""time_range"": ""2.0s - 4.5s"",
      ""event_classification"": ""Tongue licks paw"",
      ""event_description"": ""The mouse extends its tongue and repeatedly licks its paw, consuming the water until the paw appears dry.""
    }
  ]
}",True,True,False,Successful,"The mouse successfully used its right paw to retrieve the entire water drop from the spout, brought it to its mouth, and licked its paw to consume all of the water without any visible spillage."
FJ_L2_2024-07-29_1,5,camB,Reward,,"{
  ""tongue_contact"": true,
  ""water_drop_stable"": true,
  ""water_spilled"": false,
  ""percentage_consumed"": 100,
  ""outcome_classification"": ""Successful"",
  ""justification"": ""The mouse successfully used its right paw to retrieve the entire water drop from the spout, brought the paw to its mouth, and licked it clean without any visible spillage."",
  ""timeline"": [
    {
      ""time_range"": ""0.0s - 1.0s"",
      ""event_classification"": ""Water drop formation"",
      ""event_description"": ""A single water drop forms and remains stable at the tip of the spout.""
    },
    {
      ""time_range"": ""1.0s - 1.6s"",
      ""event_classification"": ""Paw contacts water"",
      ""event_description"": ""The mouse lifts its right paw and makes contact with the water drop, collecting the entire drop onto its paw.""
    },
    {
      ""time_range"": ""1.6s - 2.2s"",
      ""event_classification"": ""Paw moves to mouth"",
      ""event_description"": ""The mouse brings its right paw, holding the water, directly to its mouth.""
    },
    {
      ""time_range"": ""2.2s - 2.8s"",
      ""event_classification"": ""Tongue licks paw"",
      ""event_description"": ""The mouse extends its tongue and makes repeated contact with its right paw, consuming the water.""
    },
    {
      ""time_range"": ""2.8s - 3.5s"",
      ""event_classification"": ""Paw returns to rest"",
      ""event_description"": ""After consuming the water, the mouse lowers its right paw back to the resting surface.""
    }
  ]
}",True,True,False,Successful,"The mouse successfully used its right paw to retrieve the entire water drop from the spout, brought the paw to its mouth, and licked it clean without any visible spillage."
FJ_L2_2024-07-29_1,6,camB,Reward,,"{
  ""tongue_contact"": true,
  ""water_drop_stable"": true,
  ""water_spilled"": false,
  ""percentage_consumed"": 100,
  ""outcome_classification"": ""Successful"",
  ""justification"": ""The mouse successfully used its right paw to retrieve the entire water drop from the spout. It then brought the paw to its mouth and licked it, consuming the entire drop with no visible spillage."",
  ""timeline"": [
    {
      ""time_range"": ""0.8s - 1.1s"",
      ""event_classification"": ""Paw reaches for spout"",
      ""event_description"": ""A water drop forms on the spout. The mouse lifts its right paw from the resting surface and moves it directly towards the water drop.""
    },
    {
      ""time_range"": ""1.2s - 1.5s"",
      ""event_classification"": ""Paw contacts water drop"",
      ""event_description"": ""The mouse's right paw makes contact with the water drop, and the entire drop adheres to the paw.""
    },
    {
      ""time_range"": ""1.6s - 2.0s"",
      ""event_classification"": ""Paw brought to mouth"",
      ""event_description"": ""The mouse retracts its right paw, now holding the water, and brings it directly to its mouth. The left paw is also raised to support the right paw.""
    },
    {
      ""time_range"": ""2.1s - 4.5s"",
      ""event_classification"": ""Tongue licks paw"",
      ""event_description"": ""The mouse's tongue repeatedly extends and makes contact with the right paw, consuming the water held there.""
    }
  ]
}",True,True,False,Successful,"The mouse successfully used its right paw to retrieve the entire water drop from the spout. It then brought the paw to its mouth and licked it, consuming the entire drop with no visible spillage."
FJ_L2_2024-07-29_1,7,camB,Reward,,"{
  ""tongue_contact"": true,
  ""water_drop_stable"": true,
  ""water_spilled"": false,
  ""percentage_consumed"": 100,
  ""outcome_classification"": ""Successful"",
  ""justification"": ""The mouse successfully used its right paw to retrieve the entire water drop from the spout. It then brought the paw to its mouth and licked it, consuming the water without any visible spillage."",
  ""timeline"": [
    {
      ""time_range"": ""0.5s - 1.2s"",
      ""event_classification"": ""Paw retrieves water drop"",
      ""event_description"": ""The mouse lifts its right paw from the resting surface, makes contact with the water drop on the spout, and the entire drop adheres to the paw.""
    },
    {
      ""time_range"": ""1.2s - 4.0s"",
      ""event_classification"": ""Tongue consumes water"",
      ""event_description"": ""The mouse brings its right paw to its mouth, extends its tongue, and makes repeated contact with the paw to lick the water.""
    }
  ]
}",True,True,False,Successful,"The mouse successfully used its right paw to retrieve the entire water drop from the spout. It then brought the paw to its mouth and licked it, consuming the water without any visible spillage."
FJ_L2_2024-07-29_1,8,camB,Reward,,"{
  ""tongue_contact"": true,
  ""water_drop_stable"": true,
  ""water_spilled"": false,
  ""percentage_consumed"": 100,
  ""outcome_classification"": ""Successful"",
  ""justification"": ""The mouse successfully used its right paw to grasp the entire water drop from the spout, brought it to its mouth without any visible spillage, and its tongue was observed making direct contact with the water on its paw."",
  ""timeline"": [
    {
      ""time_range"": ""0.0s - 0.1s"",
      ""event_classification"": ""Paw reaches for spout"",
      ""event_description"": ""A water drop is fully formed on the spout. The mouse lifts its right paw and moves it towards the drop.""
    },
    {
      ""time_range"": ""0.1s - 0.2s"",
      ""event_classification"": ""Paw grasps water drop"",
      ""event_description"": ""The mouse's right paw makes contact with the water drop, enclosing it.""
    },
    {
      ""time_range"": ""0.2s - 0.3s"",
      ""event_classification"": ""Paw brings water to mouth"",
      ""event_description"": ""The mouse retracts its paw, holding the entire water drop, and brings it towards its mouth. No spillage is observed.""
    },
    {
      ""time_range"": ""0.3s - 0.4s"",
      ""event_classification"": ""Tongue licks paw"",
      ""event_description"": ""The mouse's tongue extends and makes repeated contact with the water held in its paw, consuming the liquid.""
    }
  ]
}",True,True,False,Successful,"The mouse successfully used its right paw to grasp the entire water drop from the spout, brought it to its mouth without any visible spillage, and its tongue was observed making direct contact with the water on its paw."
FJ_L2_2024-07-29_1,9,camB,Reward,,"{
  ""tongue_contact"": true,
  ""water_drop_stable"": true,
  ""water_spilled"": false,
  ""percentage_consumed"": 100,
  ""outcome_classification"": ""Successful"",
  ""justification"": ""The mouse successfully used its right paw to retrieve the entire water drop from the spout, brought it to its mouth without any visible spillage, and licked its paw to consume the water."",
  ""timeline"": [
    {
      ""time_range"": ""0.0s - 1.0s"",
      ""event_classification"": ""Water drop formation"",
      ""event_description"": ""A single water drop forms and remains stable on the tip of the spout.""
    },
    {
      ""time_range"": ""1.1s - 1.3s"",
      ""event_classification"": ""Paw contacts water"",
      ""event_description"": ""The mouse lifts its right paw and makes contact with the water drop. The entire drop adheres to the paw.""
    },
    {
      ""time_range"": ""1.4s - 1.9s"",
      ""event_classification"": ""Paw moves to mouth"",
      ""event_description"": ""The mouse brings its right paw, holding the water drop, directly to its mouth.""
    },
    {
      ""time_range"": ""2.0s - 4.5s"",
      ""event_classification"": ""Tongue licks paw"",
      ""event_description"": ""The mouse extends its tongue and repeatedly licks the water from its right paw.""
    }
  ]
}",True,True,False,Successful,"The mouse successfully used its right paw to retrieve the entire water drop from the spout, brought it to its mouth without any visible spillage, and licked its paw to consume the water."
