,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence,avg_mse,min_mse,max_mse,avg_psnr,min_psnr,max_psnr
0,0,28, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw, made physical contact with the water drop, and successfully brought the entire drop to its mouth. The tongue then made direct contact with the water, and the mouse consumed the entire drop without spillage. This indicates complete retrieval and consumption of the water reward.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw, made physical contact with the water drop, and successfully brought the entire drop to its mouth. The tongue then made direct contact with the water, and the mouse consumed the entire drop without spillage. This indicates complete retrieval and consumption of the water reward.  
6. 0:00 - 1:20: The mouse remains stationary, with both paws on the surface.  
1:20 - 1:40: The mouse lifts its right paw and moves it toward the spout.  
1:40 - 2:00: The right paw makes contact with the water drop, and the mouse begins to bring it toward its mouth.  
2:00 - 2:20: The water drop is fully transferred to the mouse’s mouth, and the tongue makes contact with the water.  
2:20 - 4:40: The mouse consumes the water drop entirely, with no spillage observed.  
7. 95%", 95%,5.662070378568224,4.899888638638639,8.390977852852853,40.62187687726198,38.89267786052074,41.22894151079053
1,1,77, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. There is no visual evidence of any water being consumed or transferred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. There is no visual evidence of any water being consumed or transferred.  
6. 0:00 - 1:15: Mouse is stationary, head fixed, paws resting.  
1:16 - 1:25: Water drop forms and remains on the spout.  
1:26 - 1:35: Mouse begins to lift its right paw.  
1:36 - 1:45: Right paw moves toward the spout but does not make contact with the water drop.  
1:46 - 2:00: Right paw retracts without touching the drop.  
2:01 - 4:45: Mouse remains in position, no further movement toward the spout.  
7. 95%", 95%,6.02058302914984,4.903178803803804,8.584749749749749,40.36112077018832,38.79352721113181,41.22602629953075
2,2,25,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the right paw did not reach the spout to bring the drop to the mouth. There was no observable retrieval of the water.  
6. 0:00 - 1:30: The mouse is stationary, with both paws resting on the platform. No water drop is visible.  
1:30 - 1:40: A water drop appears on the spout. The mouse remains still, with no paw or tongue movement toward the drop.  
1:40 - 2:00: The mouse lifts its right paw slightly but does not reach the spout. The water drop remains attached to the spout.  
2:00 - 2:10: The mouse extends its tongue briefly but does not make contact with the water drop.  
2:10 - 2:20: The mouse retracts its tongue and remains still. The water drop remains on the spout.  
2:20 - 2:30: The mouse lifts its right paw again but does not touch the spout or the water drop.  
2:30 - 2:40: The mouse lowers its paw and remains stationary. The water drop is still attached to the spout.  
2:40 - 3:00: The mouse remains still, with no further movement toward the water drop.  
3:00 - 3:10: The water drop remains on the spout. The mouse does not attempt to retrieve it.  
3:10 - 3:20: The mouse remains stationary. No interaction with the water drop occurs.  
3:20 - 3:30: The mouse lifts its right paw slightly but does not reach the spout.  
3:30 - 3:40: The mouse retracts its paw and remains still. The water drop remains on the spout.  
3:40 - 3:50: The mouse remains stationary. No further interaction with the water drop.  
3:50 - 4:00: The mouse remains still. The water drop is still attached to the spout.  
4:00 - 4:10: The mouse lifts its right paw slightly but does not reach the spout.  
4:10 - 4:20: The mouse retracts its paw and remains still. The water drop remains on the spout.  
4:20 - 4:30: The mouse remains stationary. No interaction with the water drop.  
4:30 - 4:40: The mouse lifts its right paw slightly but does not reach the spout.  
4:40 - 4:50: The mouse retracts its paw and remains still. The water drop remains on the spout.  
4:50 - 5:00: The mouse remains stationary. No further interaction with the water drop.  
5:00 - 5:10: The mouse lifts its right paw slightly but does not reach the spout.  
5:10 - 5:20: The mouse retracts its paw and remains still. The water drop remains on the spout.  
5:20 - 5:30: The mouse remains stationary. No interaction with the water drop.  
5:30 - 5:40: The mouse lifts its right paw slightly but does not reach the spout.  
5:40 - 5:50: The mouse retracts its paw and remains still. The water drop remains on the spout.  
5:50 - 6:00: The mouse remains stationary. No further interaction with the water drop.  
6:00 - 6:10: The mouse lifts its right paw slightly but does not reach the spout.  
6:10 - 6:20: The mouse retracts its paw and remains still. The water drop remains on the spout.  
6:20 - 6:30: The mouse remains stationary. No interaction with the water drop.  
6:30 - 6:40: The mouse lifts its right paw slightly but does not reach the spout.  
6:40 - 6:50: The mouse retracts its paw and remains still. The water drop remains on the spout.  
6:50 - 7:00: The mouse remains stationary. No further interaction with the water drop.  
7:00 - 7:10: The mouse lifts its",,5.799192317317317,4.850450450450451,8.285133258258258,40.51900336012203,38.94780862854763,41.27298288438648
3,3,32,,,,,f,,"1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:05: The mouse is stationary, head fixed, with no movement toward the spout.  
   1:06 - 1:10: A water drop forms and remains attached to the spout.  
   1:11 - 1:15: The water drop begins to fall from the spout but remains on the surface.  
   1:16 - 1:20: The mouse remains still, with no paw or tongue movement toward the drop.  
   1:21 - 1:30: The mouse lifts its right paw slightly but does not reach the spout or touch the water drop.  
   1:31 - 1:40: The mouse lowers its paw and remains in place.  
   1:41 - 2:00: The mouse remains stationary, with no further interaction with the spout or water drop.  
   2:01 - 2:10: The mouse lifts its right paw again but does not make contact with the spout or water drop.  
   2:11 - 2:20: The mouse lowers its paw and remains still.  
   2:21 - 2:30: The mouse remains stationary, with no further interaction.  
   2:31 - 2:40: The mouse lifts its right paw again but does not reach the spout.  
   2:41 - 2:50: The mouse lowers its paw and remains still.  
   2:51 - 3:00: The mouse remains stationary, with no further interaction.  
   3:01 - 3:10: The mouse lifts its right paw again but does not reach the spout.  
   3:11 - 3:20: The mouse lowers its paw and remains still.  
   3:21 - 3:30: The mouse remains stationary, with no further interaction.  
   3:31 - 3:40: The mouse lifts its right paw again but does not reach the spout.  
   3:41 - 3:50: The mouse lowers its paw and remains still.  
   3:51 - 4:00: The mouse remains stationary, with no further interaction.  
   4:01 - 4:10: The mouse lifts its right paw again but does not reach the spout.  
   4:11 - 4:20: The mouse lowers its paw and remains still.  
   4:21 - 4:30: The mouse remains stationary, with no further interaction.  
   4:31 - 4:40: The mouse lifts its right paw again but does not reach the spout.  
   4:41 - 4:50: The mouse lowers its paw and remains still.  
   4:51 - 5:00: The mouse remains stationary, with no further interaction.  
   5:01 - 5:10: The mouse lifts its right paw again but does not reach the spout.  
   5:11 - 5:20: The mouse lowers its paw and remains still.  
   5:21 - 5:30: The mouse remains stationary, with no further interaction.  
   5:31 - 5:40: The mouse lifts its right paw again but does not reach the spout.  
   5:41 - 5:50: The mouse lowers its paw and remains still.  
   5:51 - 6:00: The mouse remains stationary, with no further interaction.  
   6:01 - 6:10: The mouse lifts its right paw again but does not reach the spout.  
   6:11 - 6:20: The mouse lowers its paw and remains still.  
   6:21 - 6:30: The mouse remains stationary, with no further interaction.  
   6:31 - 6:40: The mouse lifts its right paw again but does not reach the spout.  
   6:41 - 6:50: The mouse lowers its paw and remains still.  
   6:",,5.919226500207104,4.949902402402403,7.6291341341341345,40.423683049863484,39.30605110213962,41.18483724866856
4,4,18, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout to bring the drop to the mouth. No water was consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout to bring the drop to the mouth. No water was consumed.  
6. 0:00 - 1:00: Mouse remains stationary, head fixed, no movement toward spout.  
1:00 - 2:00: Mouse begins to lift right paw, but does not reach the spout.  
2:00 - 3:00: Right paw moves closer to spout but does not make contact with the water drop.  
3:00 - 4:00: Water drop is visible on spout, mouse's tongue does not touch it.  
4:00 - 5:00: Mouse attempts to reach spout with right paw, but paw does not touch the drop.  
5:00 - 6:00: Mouse retracts paw, no water is consumed.  
7. 95%", 95%,5.981394120413518,5.164543918918919,7.644388138138138,40.376968495161066,39.29737630944888,41.00048385882067
5,5,33, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.  
6. 0:00 - 1:08: The mouse is stationary, head fixed, with no movement toward the spout.  
   1:09 - 1:11: The water drop appears on the spout.  
   1:12 - 1:16: The water drop remains on the spout, no interaction from the mouse.  
   1:17 - 4:45: The mouse remains in place, no paw movement toward the spout, no tongue contact with the water drop.  
7. 95%", 95%,6.191121984053019,5.263628003003003,8.080216466466467,40.23045380455999,39.05657365324433,40.917951721221534
6,6,118, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw to the spout, successfully contacted the water drop, and brought it to its mouth. The tongue made clear physical contact with the water drop, and the mouse consumed the entire drop without spillage. The entire water drop was retrieved and ingested, indicating a successful outcome.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw to the spout, successfully contacted the water drop, and brought it to its mouth. The tongue made clear physical contact with the water drop, and the mouse consumed the entire drop without spillage. The entire water drop was retrieved and ingested, indicating a successful outcome.  
6. 0:00 - 1:08: Mouse remains stationary, head fixed, no movement observed.  
1:09 - 1:15: Water drop forms and remains attached to the spout.  
1:16 - 1:30: Mouse begins to lift its right paw toward the spout.  
1:31 - 1:40: Right paw makes contact with the water drop.  
1:41 - 2:00: Water drop is transferred to the mouth, and the tongue makes contact with the drop.  
2:01 - 4:45: Mouse consumes the entire water drop, with no spillage observed.  
7. 95%", 95%,6.241167665510338,4.797922922922923,8.690166416416416,40.200735189531365,38.74052267613798,41.32027093980185
7,7,22, Yes, Yes, Yes,90.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse's right paw reached the spout and made contact with the water drop, which was then transferred to its mouth. The mouse's tongue made direct contact with the water, and the majority of the drop was consumed, as evidenced by the visible reduction in the drop's size and the mouse's licking behavior. The mouse successfully brought the water to its mouth and consumed it, indicating a successful retrieval of most of the water.","1. Yes  
2. Yes  
3. Yes  
4. 90%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse's right paw reached the spout and made contact with the water drop, which was then transferred to its mouth. The mouse's tongue made direct contact with the water, and the majority of the drop was consumed, as evidenced by the visible reduction in the drop's size and the mouse's licking behavior. The mouse successfully brought the water to its mouth and consumed it, indicating a successful retrieval of most of the water.  

6. 0:00 - 1:25: The mouse is stationary, with its paws resting on the surface.  
1:26 - 1:35: The mouse lifts its right paw and moves it toward the spout.  
1:36 - 1:40: The mouse's right paw makes contact with the water drop on the spout.  
1:41 - 1:45: The mouse brings the water drop closer to its mouth using its right paw.  
1:46 - 2:00: The mouse's tongue makes contact with the water drop, and it begins to lick.  
2:01 - 3:40: The mouse continues to lick the water, consuming most of the drop.  
3:41 - 4:40: The mouse finishes drinking, and the water drop is significantly reduced.  

7. 95%", 95%,5.807248185685685,4.836120495495496,8.190563063063063,40.51666648634459,38.99766602358319,41.28583247778255
8,8,93, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.  
6. 0:00 - 1:00: The mouse is stationary, with its head fixed and paws resting.  
1:00 - 1:30: The mouse begins to move its right paw toward the spout.  
1:30 - 2:00: The mouse's right paw reaches the spout, but the water drop is not visible.  
2:00 - 2:30: The mouse's right paw remains near the spout, but no water is retrieved.  
2:30 - 3:00: The mouse's right paw moves away from the spout, and the water drop remains on the spout.  
7. 95%", 95%,5.772013025956992,4.65371996996997,7.150310935935936,40.533948854163455,39.58755433077312,41.45280114095056
9,9,4, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw to the spout, made contact with the water drop, and brought it to its mouth. The tongue made physical contact with the water drop, and the mouse consumed the entire drop, as evidenced by the complete disappearance of the drop and the mouse's licking behavior.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw to the spout, made contact with the water drop, and brought it to its mouth. The tongue made physical contact with the water drop, and the mouse consumed the entire drop, as evidenced by the complete disappearance of the drop and the mouse's licking behavior.  
6. 0:00 - 1:00: The mouse is stationary, with both paws on the surface.  
   1:00 - 2:00: The mouse begins to lift its right paw.  
   2:00 - 3:00: The right paw reaches the spout and makes contact with the water drop.  
   3:00 - 4:00: The mouse brings the water drop to its mouth and begins to lick it.  
   4:00 - 5:00: The mouse continues to lick the water drop, consuming it entirely.  
7. 95%", 95%,6.14321457233095,4.818267642642643,8.558666166166166,40.2784159366971,38.806742739723504,41.30189440569957
