,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence,avg_mse,min_mse,max_mse,avg_psnr,min_psnr,max_psnr
0,0,28, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not retrieve it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not retrieve it.  
6. 0:00 - 1:40: The mouse is stationary, with its paws on the surface.  
   1:41 - 2:00: The mouse lifts its right paw and moves it toward the spout.  
   2:01 - 2:10: The mouse's right paw touches the water drop, but the drop remains on the spout.  
   2:11 - 2:20: The mouse attempts to lick the water drop but does not make contact.  
   2:21 - 2:30: The mouse continues to attempt to reach the water drop but fails to retrieve it.  
   2:31 - 2:40: The mouse's right paw moves away from the spout, and the water drop remains on the spout.  
7. 95%", 95%,6.208840748075662,5.191272522522523,7.750207707707708,40.21793344230451,39.23767018993533,40.97806532543661
1,1,25, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw, made physical contact with the water drop, and successfully brought it to its mouth. The tongue made direct contact with the water, and the mouse consumed the entire drop without spillage. The water was fully retrieved and ingested, indicating a successful outcome.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw, made physical contact with the water drop, and successfully brought it to its mouth. The tongue made direct contact with the water, and the mouse consumed the entire drop without spillage. The water was fully retrieved and ingested, indicating a successful outcome.  
6. 0:00 - 1:00: The mouse remains stationary, with no visible movement of the paw or tongue.  
1:00 - 1:20: The water drop forms and remains attached to the spout.  
1:20 - 1:40: The mouse extends its right paw toward the water drop.  
1:40 - 2:00: The mouse's paw makes contact with the water drop, and the drop is lifted.  
2:00 - 2:20: The mouse brings the water drop to its mouth and begins to lick it.  
2:20 - 2:40: The mouse continues to lick the water drop, consuming it entirely.  
2:40 - 3:00: The mouse finishes drinking, and no water remains on the spout.  
7. 95%", 95%,6.475498138224432,5.211462712712713,8.144015265265265,40.034700495033846,39.02241781826325,40.96120726070658
2,2,27, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout and was not retrieved by the mouse.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout and was not retrieved by the mouse.  
6. 0:00 - 1:20: The mouse is stationary, with its paws resting on the surface.  
1:20 - 1:30: The mouse lifts its right paw and moves it toward the spout.  
1:30 - 1:40: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
1:40 - 2:00: The mouse attempts to lick the water drop with its tongue, but the tongue does not make contact with the drop.  
2:00 - 2:20: The mouse continues to attempt to reach the water drop with its paw and tongue, but no physical contact is made.  
2:20 - 2:40: The mouse's right paw moves away from the spout, and the water drop remains on the spout.  
2:40 - 3:00: The mouse remains stationary, with its paws resting on the surface.  
7. 95%", 95%,6.162202838614477,5.112462462462463,8.377384884884885,40.25719742545702,38.89971892036252,41.04450228587038
3,3,32, No, Yes, Yes,80.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the drop was transferred to its mouth. The mouse then consumed the majority of the water, as evidenced by the significant reduction in the size of the water drop and the mouse's licking behavior.","1. No  
2. Yes  
3. Yes  
4. 80%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the drop was transferred to its mouth. The mouse then consumed the majority of the water, as evidenced by the significant reduction in the size of the water drop and the mouse's licking behavior.  
6. 0:00 - 1:10: The mouse is stationary, with its paws resting on the surface.  
1:10 - 1:20: The water drop forms on the spout.  
1:20 - 1:30: The mouse's right paw lifts and moves toward the water drop.  
1:30 - 1:40: The mouse's right paw touches the water drop, and the drop adheres to the paw.  
1:40 - 2:00: The mouse brings the water drop to its mouth and begins to lick it.  
2:00 - 4:40: The mouse continues to lick the water drop, consuming most of it.  
7. 95%", 95%,5.855335853094474,5.020265890890891,7.286928178178178,40.4714354361132,39.505358718391534,41.123536413546304
4,4,33, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.  
6. 0:00 - 1:10: The mouse is stationary, facing forward, with no visible movement of the paw or tongue.  
1:11 - 1:15: A water drop forms on the spout and remains attached.  
1:16 - 1:20: The mouse lifts its right paw and moves it toward the spout but does not touch the water drop.  
1:21 - 1:30: The mouse retracts its paw without making contact with the water drop.  
1:31 - 4:45: The mouse remains in place, with no further interaction with the water drop.  
7. 95%", 95%,6.219045133495564,5.113641141141141,8.41569944944945,40.21624131545524,38.87990143775021,41.04350113495661
5,5,61, No, Yes, Yes,0.0,f," Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not move toward the spout. The water drop remained attached to the spout and was not retrieved.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not move toward the spout. The water drop remained attached to the spout and was not retrieved.  
6. 0:00 - 1:10: The mouse is stationary, with both paws on the surface and no movement toward the spout.  
1:10 - 1:20: The mouse lifts its right paw slightly but does not move it toward the spout.  
1:20 - 1:30: The mouse extends its right paw toward the spout, but the water drop is not visible.  
1:30 - 1:40: The water drop appears on the spout, but the mouse's paw does not make contact with it.  
1:40 - 2:00: The mouse attempts to lick the spout, but the tongue does not touch the water drop.  
2:00 - 2:20: The mouse continues to attempt to reach the water drop with its tongue, but no physical contact is made.  
2:20 - 2:40: The mouse retracts its paw and remains stationary.  
2:40 - 3:00: The mouse remains stationary, with no further attempts to reach the water drop.  
7. 95%", 95%,5.8027240279072165,4.906022272272272,7.13191504004004,40.51328640392153,39.59874199929031,41.22350845390737
6,6,67, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no visual evidence of water being consumed or transferred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no visual evidence of water being consumed or transferred.  
6. 0:00 - 1:15: Mouse is stationary, head fixed, paws resting.  
1:16 - 1:20: Mouse lifts right paw toward the spout.  
1:21 - 1:25: Right paw makes contact with the water drop on the spout.  
1:26 - 1:30: Water drop is dislodged and held in the paw.  
1:31 - 1:35: Mouse attempts to bring the water drop to its mouth using the paw.  
1:36 - 1:40: Water drop is released from the paw and falls back onto the spout.  
1:41 - 2:00: Mouse continues to attempt to retrieve the water drop with the paw.  
2:01 - 2:10: Water drop remains on the spout, no further interaction.  
2:11 - 2:30: Mouse remains in position, no further movement.  
2:31 - 2:40: Mouse lifts right paw again, but no contact with the water drop.  
2:41 - 2:50: Mouse lowers paw, no further interaction.  
2:51 - 3:00: Mouse remains stationary, no further movement.  
7. 95%", 95%,5.8613986184460325,4.829536411411412,8.152999874874874,40.48140695974841,39.01762925209052,41.291749161678766
7,7,66, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no visual evidence of water being consumed or transferred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no visual evidence of water being consumed or transferred.  
6. 0:00 - 1:15: Mouse remains stationary, head fixed, no movement toward the spout.  
1:16 - 1:20: Water drop forms and remains attached to the spout.  
1:21 - 1:30: Mouse lifts its right paw toward the spout but does not touch the water drop.  
1:31 - 2:00: Mouse attempts to lick the spout with its tongue, but the tongue does not make contact with the water drop.  
2:01 - 4:45: Mouse continues to lick the spout and surrounding area, but no water is retrieved. The water drop remains on the spout.  
7. 95%", 95%,5.950362366677022,4.923333958958959,8.921379504504504,40.41600353877145,38.6264834675281,41.20821065088269
8,8,118, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not move toward the spout. The water drop remained attached to the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not move toward the spout. The water drop remained attached to the spout and was not retrieved.  
6. 0:00 - 1:10: The mouse is stationary, with no movement of the right paw or tongue.  
1:10 - 1:20: The water drop appears on the spout, and the mouse remains still.  
1:20 - 2:00: The mouse lifts its right paw but does not move it toward the spout.  
2:00 - 2:30: The mouse attempts to lick the spout but does not make contact with the water drop.  
2:30 - 4:45: The mouse continues to remain stationary, with no further movement of the paw or tongue.  
7. 95%", 95%,5.936707375478928,4.899188563563564,8.126524024024024,40.42082595797768,39.03175537289984,41.22956205645268
9,9,111, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue clearly made contact with the water, and the mouse consumed the entire drop, as evidenced by the complete disappearance of the drop and the mouse's licking behavior.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue clearly made contact with the water, and the mouse consumed the entire drop, as evidenced by the complete disappearance of the drop and the mouse's licking behavior.  
6. 0:00 - 2:58: The mouse remains stationary, with no visible movement of the paw or tongue.  
   2:59 - 3:08: The mouse extends its right paw toward the water drop.  
   3:09 - 3:12: The mouse's paw makes contact with the water drop, and the drop is dislodged.  
   3:13 - 4:44: The mouse brings the water drop to its mouth and consumes it, with the tongue making contact and licking the water.  
7. 95%", 95%,6.147800267940354,5.267346096096096,8.082507507507508,40.262703597584704,39.05534244185917,40.914885058317545
