,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence,avg_mse,min_mse,max_mse,avg_psnr,min_psnr,max_psnr
0,0,28, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it close to its mouth, and the tongue made clear physical contact with the drop, consuming it entirely. There is no evidence of spillage or incomplete retrieval.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it close to its mouth, and the tongue made clear physical contact with the drop, consuming it entirely. There is no evidence of spillage or incomplete retrieval.  
6. 0:00 - 1:00: The mouse remains stationary, head fixed, with no visible interaction with the water drop.  
1:00 - 1:20: The water drop forms and remains attached to the spout.  
1:20 - 1:40: The mouse's right paw lifts and moves toward the water drop.  
1:40 - 2:00: The right paw makes contact with the water drop, bringing it close to the mouth.  
2:00 - 2:20: The tongue extends and makes physical contact with the water drop, initiating consumption.  
2:20 - 4:45: The mouse continues to consume the water drop, with the tongue actively licking and the paw holding the drop near the mouth.  
7. 95%", 95%,20.431707450985467,17.617746496496498,23.234110985985986,35.03384854020815,34.46954301279928,35.67130004279173
1,1,25, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it close to its mouth, and the tongue made clear physical contact with the drop, consuming it entirely. There is no visual evidence of spillage or incomplete retrieval.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it close to its mouth, and the tongue made clear physical contact with the drop, consuming it entirely. There is no visual evidence of spillage or incomplete retrieval.  
6. 0:00 - 1:00: The mouse is head-fixed and remains still, with the water drop forming on the spout.  
1:00 - 1:20: The water drop is fully formed and remains attached to the spout.  
1:20 - 1:40: The mouse lifts its right paw and moves it toward the water drop.  
1:40 - 2:00: The mouse's right paw makes contact with the water drop, and the drop adheres to the paw.  
2:00 - 2:20: The mouse brings the paw close to its mouth, and the tongue makes contact with the water drop.  
2:20 - 2:40: The mouse consumes the water drop, with the tongue actively licking the paw.  
2:40 - 3:00: The mouse continues to lick its paw, ensuring all water is consumed.  
7. 95%", 95%,20.523363460443203,18.39495683183183,23.88935748248248,35.01372549451644,34.34875891551889,35.48381587875498
2,2,27, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue made clear physical contact with the water, and the mouse consumed the entire drop without spillage. The water drop was fully transferred to the mouth, indicating complete retrieval.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue made clear physical contact with the water, and the mouse consumed the entire drop without spillage. The water drop was fully transferred to the mouth, indicating complete retrieval.  
6. 0:00 - 0:58: The mouse is stationary, head fixed, with paws resting on the platform.  
0:59 - 1:02: The water drop forms and remains attached to the spout.  
1:03 - 1:08: The mouse extends its right paw toward the spout.  
1:09 - 1:12: The right paw touches the water drop.  
1:13 - 1:16: The mouse retracts its paw, bringing the water drop toward its mouth.  
1:17 - 1:20: The tongue makes contact with the water drop.  
1:21 - 4:45: The mouse consumes the water drop, with no spillage observed.  
7. 95%", 95%,20.312183023540783,18.52474537037037,23.74857545045045,35.05881505849475,34.37442797120232,35.45328113717386
3,3,32, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, consuming it entirely. There is no evidence of spillage or incomplete retrieval.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, consuming it entirely. There is no evidence of spillage or incomplete retrieval.  
6. 0:00 - 0:50: The mouse is stationary, head fixed, with its paws resting on the platform.  
0:50 - 1:00: A water drop forms and remains attached to the spout.  
1:00 - 1:40: The mouse extends its right paw toward the water drop.  
1:40 - 2:00: The right paw makes contact with the water drop, and the mouse brings it toward its mouth.  
2:00 - 4:45: The mouse uses its tongue to lick the water drop, consuming it completely.  
7. 95%", 95%,20.098011729401826,18.089701576576577,23.995942817817816,35.10453868570527,34.32942542522304,35.55648958447847
4,4,18, Yes, Yes, No,100.0,s," Classification: Successful  
Justification: The mouse extended its right paw to the spout, made physical contact with the water drop, and successfully brought the drop to its mouth. The tongue made contact with the water, and the mouse consumed the entire drop without spillage. The water drop was fully retrieved and ingested, indicating a successful outcome.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Classification: Successful  
Justification: The mouse extended its right paw to the spout, made physical contact with the water drop, and successfully brought the drop to its mouth. The tongue made contact with the water, and the mouse consumed the entire drop without spillage. The water drop was fully retrieved and ingested, indicating a successful outcome.  
6. Timeline of key events:  
0:00 - 0:50: The mouse is stationary, with its head fixed and paws resting on the platform. The water drop is not yet visible.  
0:51 - 1:00: The water drop forms and remains attached to the spout.  
1:01 - 1:10: The mouse extends its right paw toward the spout and makes contact with the water drop.  
1:11 - 1:20: The mouse lifts the water drop with its paw and brings it close to its mouth.  
1:21 - 1:30: The mouse's tongue makes contact with the water drop, and it begins to consume the water.  
1:31 - 1:40: The mouse continues to lick the water drop, consuming it entirely.  
1:41 - 2:00: The mouse finishes drinking, and the water drop is no longer visible.  
7. Confidence: 95%", Confidence: 95%,19.89374612759311,17.540242117117117,23.53558183183183,35.1498217726571,34.413554217379094,35.690447770030985
5,5,33, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw to the spout, made physical contact with the water drop, and brought it to its mouth. The tongue then made direct contact with the water, and the mouse consumed the entire drop. There is no visual evidence of spillage or incomplete retrieval. The entire water drop was consumed, indicating a successful retrieval of more than 70% of the water.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw to the spout, made physical contact with the water drop, and brought it to its mouth. The tongue then made direct contact with the water, and the mouse consumed the entire drop. There is no visual evidence of spillage or incomplete retrieval. The entire water drop was consumed, indicating a successful retrieval of more than 70% of the water.  
6. 0:00 - 1:38: The mouse remains stationary with its head fixed, paws resting on the platform.  
1:39 - 1:45: The mouse extends its right paw toward the spout, making contact with the water drop.  
1:46 - 1:50: The mouse brings the water drop closer to its mouth using its right paw.  
1:51 - 2:00: The mouse's tongue makes contact with the water drop, and it begins to lick and consume the water.  
2:01 - 4:45: The mouse continues to consume the water drop, with the tongue actively licking the water. The water drop is fully consumed.  
7. 95%", 95%,20.49053007749129,17.44661473973974,23.859834209209208,35.02333518916543,34.35412939231649,35.7136918988658
6,6,61, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained attached to the spout throughout the trial, and the mouse's paw movements did not result in any transfer of water to the mouth. There is no visual evidence of the mouse retrieving or drinking any of the water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained attached to the spout throughout the trial, and the mouse's paw movements did not result in any transfer of water to the mouth. There is no visual evidence of the mouse retrieving or drinking any of the water.  
6. 0:00 - 1:00: Water drop forms and remains on the spout.  
1:00 - 1:40: Mouse's right paw lifts and moves toward the water drop.  
1:40 - 2:00: Mouse's right paw touches the water drop but does not cause it to detach or move toward the mouth.  
2:00 - 4:40: Mouse's right paw remains near the water drop but does not retrieve it.  
4:40 - 4:40: Water drop remains on the spout, no consumption observed.  
7. 95%", 95%,20.6540161821304,18.16174486986987,24.75352977977978,34.990758662716324,34.19443224080042,35.53922790308771
7,7,67, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The right paw did not move toward the spout, and the tongue did not touch the drop.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The right paw did not move toward the spout, and the tongue did not touch the drop.  
6. 0:00 - 0:50: The mouse is head-fixed and remains still, with no movement of the right paw or tongue.  
   0:50 - 1:00: The water drop appears on the spout, but the mouse does not react.  
   1:00 - 4:45: The mouse remains motionless; no paw movement or tongue contact with the water drop occurs.  
7. 95%", 95%,22.093627657830247,18.734076576576577,24.09316629129129,34.69504055429808,34.31186482726152,35.40448069767471
8,8,66, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not extend its tongue to the water drop, nor did it use its paw to bring the drop to its mouth. The water drop remained on the spout without any physical interaction from the mouse, indicating no consumption occurred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not extend its tongue to the water drop, nor did it use its paw to bring the drop to its mouth. The water drop remained on the spout without any physical interaction from the mouse, indicating no consumption occurred.  
6. 0:00 - 0:55: The mouse is head-fixed and remains stationary, with no movement of the tongue or paws.  
0:56 - 1:00: The water drop forms on the spout and remains attached.  
1:01 - 4:46: The mouse does not move its tongue or paw toward the water drop. The drop remains on the spout without any interaction.  
7. 95%", 95%,21.79312385661524,20.06059934934935,24.47760072572573,34.75045246858465,34.243115144958495,35.107364565989286
9,9,4, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw to the spout, made physical contact with the water drop, and brought the drop into its mouth. The tongue made direct contact with the water, and the entire drop was consumed without spillage. This indicates a complete retrieval of the water reward.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw to the spout, made physical contact with the water drop, and brought the drop into its mouth. The tongue made direct contact with the water, and the entire drop was consumed without spillage. This indicates a complete retrieval of the water reward.  
6. 0:00 - 1:08: The water drop forms and remains attached to the spout.  
1:09 - 1:30: The mouse extends its right paw toward the water drop.  
1:31 - 1:40: The mouse's paw touches the water drop, and the drop is dislodged.  
1:41 - 2:00: The mouse brings the water drop to its mouth and licks it.  
2:01 - 4:45: The mouse finishes drinking, and no water remains on the spout.  
7. 95%", 95%,20.93814060828069,19.11024461961962,23.46251438938939,34.92703421177075,34.4270580888878,35.31814114615042
