,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence,avg_mse,min_mse,max_mse,avg_psnr,min_psnr,max_psnr
0,0,28, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.  
6. 0:00 - 1:40: Mouse is stationary, head fixed, paws resting.  
   1:41 - 2:00: Mouse lifts right paw toward the spout.  
   2:01 - 2:05: Right paw makes contact with the water drop.  
   2:06 - 2:10: Water drop is dislodged and falls.  
   2:11 - 4:45: Mouse attempts to lick the water drop but fails to make contact.  
7. 95%", 95%,18.82519945592144,15.749513263263264,23.157033283283283,35.40560027592655,34.48397441012345,36.158132243515176
1,1,25, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.  
6. 0:00 - 1:20: Mouse is stationary, head fixed, no movement toward the spout.  
1:20 - 1:40: Water drop forms and remains on the spout.  
1:40 - 2:00: Mouse lifts its right paw toward the spout but does not touch the water drop.  
2:00 - 2:20: Mouse attempts to reach the drop with its paw but fails to make contact.  
2:20 - 2:40: Water drop remains on the spout, no change in position.  
2:40 - 3:00: Mouse retracts its paw, no water is consumed.  
3:00 - 4:40: Mouse remains in place, no further attempts to retrieve the water.  
7. 95%", 95%,19.55808827146112,15.476227477477478,23.63713025525525,35.23351117885282,34.39485612430288,36.23415256290196
2,2,27, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 1:20: The mouse is stationary, with no movement of the paw or tongue.  
1:21 - 1:30: The mouse lifts its right paw and moves it toward the spout.  
1:31 - 1:40: The mouse's paw touches the water drop, but the drop does not detach.  
1:41 - 2:00: The mouse attempts to lick the water drop, but the tongue does not make contact.  
2:01 - 2:30: The mouse continues to attempt to retrieve the water, but no water is consumed.  
2:31 - 3:00: The mouse's paw remains near the spout, but no further interaction occurs.  
3:01 - 3:30: The mouse's paw moves away from the spout, and no water is consumed.  
3:31 - 4:00: The mouse remains stationary, with no further interaction with the water drop.  
7. 95%", 95%,18.497657463497983,15.540938438438438,23.549366866866865,35.48462776718432,34.41101125408188,36.21603120770455
3,3,32, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not physically touch the water drop with its tongue or paws. The water drop remained on the spout and was not retrieved. The mouse made no attempt to reach the water drop, and no interaction occurred between the mouse and the water drop.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not physically touch the water drop with its tongue or paws. The water drop remained on the spout and was not retrieved. The mouse made no attempt to reach the water drop, and no interaction occurred between the mouse and the water drop.  
6. 0:00 - 1:15: The mouse is stationary, with no movement of the paws or tongue.  
1:16 - 1:20: The mouse lifts its right paw slightly but does not reach the water drop.  
1:21 - 1:25: The mouse lowers its right paw and remains stationary.  
1:26 - 4:40: The mouse remains stationary, with no further movement of the paws or tongue.  
7. 95%", 95%,17.933453345586965,15.346298173173173,21.299374374374374,35.60882140444599,34.84713513755337,36.27076728732264
4,4,33,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. The water drop remained on the spout and was not consumed.  
6. 0:00 - 1:10: Mouse is stationary, head fixed, no movement of paws or tongue.  
1:11 - 1:20: Right paw lifts slightly but does not move toward the spout.  
1:21 - 1:30: Right paw moves slightly but does not reach the spout.  
1:31 - 1:40: Right paw remains near the body, no contact with water drop.  
1:41 - 2:00: No change in paw or tongue position.  
2:01 - 2:20: Right paw remains stationary, no interaction with water drop.  
2:21 - 2:40: No movement of paw or tongue toward the spout.  
2:41 - 3:00: Right paw remains in place, no contact with water drop.  
3:01 - 3:20: No change in behavior, water drop still on spout.  
3:21 - 3:40: Right paw does not move toward the spout.  
3:41 - 4:00: No interaction with water drop.  
4:01 - 4:20: Right paw remains stationary, no contact with water.  
4:21 - 4:40: No movement of paw or tongue.  
4:41 - 5:00: Right paw does not reach the spout.  
5:01 - 5:20: No change in behavior.  
5:21 - 5:40: Right paw remains in place.  
5:41 - 6:00: No interaction with water drop.  
6:01 - 6:20: Right paw does not move toward the spout.  
6:21 - 6:40: No change in behavior.  
6:41 - 7:00: Right paw remains stationary.  
7:01 - 7:20: No interaction with water drop.  
7:21 - 7:40: Right paw does not reach the spout.  
7:41 - 8:00: No movement of paw or tongue.  
8:01 - 8:20: Right paw remains in place.  
8:21 - 8:40: No interaction with water drop.  
8:41 - 9:00: Right paw does not move toward the spout.  
9:01 - 9:20: No change in behavior.  
9:21 - 9:40: Right paw remains stationary.  
9:41 - 10:00: No interaction with water drop.  
10:01 - 10:20: Right paw does not reach the spout.  
10:21 - 10:40: No movement of paw or tongue.  
10:41 - 11:00: Right paw remains in place.  
11:01 - 11:20: No interaction with water drop.  
11:21 - 11:40: Right paw does not move toward the spout.  
11:41 - 12:00: No change in behavior.  
12:01 - 12:20: Right paw remains stationary.  
12:21 - 12:40: No interaction with water drop.  
12:41 - 13:00: Right paw does not reach the spout.  
13:01 - 13:20: No movement of paw or tongue.  
13:21 - 13:40: Right paw remains in place.  
13:41 - 14:00: No interaction with water drop.  
14:01 - 14:20: Right paw does not move toward the spout.  
14:21 - 14:40: No change in behavior.  
14:41 - 15:00: Right paw remains stationary.  
15:01 - 15:20: No interaction with water drop.  
15:21 - 15:40:",,19.34114476545511,16.019720970970972,24.45113113113113,35.29013998925019,34.24781406093519,36.08425413528115
5,5,61, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. There is no visual evidence of any water being consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. There is no visual evidence of any water being consumed.  
6. 0:00 - 1:35: Mouse remains stationary, head fixed, paws on surface, no water drop visible.  
1:36 - 1:40: Water drop appears on spout, mouse remains still.  
1:41 - 4:45: Mouse lifts right paw, but does not reach the spout or touch the water drop. No physical contact occurs between the tongue and the drop.  
4:46 - 4:46: Water drop remains on spout, no change observed.  
7. 95%", 95%,17.703453097494048,14.272421796796795,21.250508633633636,35.67364683490079,34.857110314633786,36.58582688822237
6,6,67, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not physically touch the water drop with its tongue or paw, and no water was consumed. The water drop remained on the spout, and the mouse made no successful attempt to retrieve it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not physically touch the water drop with its tongue or paw, and no water was consumed. The water drop remained on the spout, and the mouse made no successful attempt to retrieve it.  
6. 0:00 - 1:15: The mouse is stationary, with no movement of the right paw or tongue.  
1:16 - 1:20: The mouse lifts its right paw toward the spout but does not make contact with the water drop.  
1:21 - 1:30: The mouse retracts its paw without touching the water drop.  
1:31 - 4:45: The mouse remains in a stationary position, with no further attempts to reach the water drop.  
7. 95%", 95%,18.05035067394981,14.161376376376376,22.89512637637637,35.59726889826304,34.533373157815944,36.619748953943954
7,7,66,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not move toward the spout. The water drop remained attached to the spout, and no retrieval occurred.  
6. 0:00 - 1:15: The mouse is stationary, head fixed, with no movement of the right paw or tongue.  
1:16 - 1:20: The water drop forms and remains attached to the spout.  
1:21 - 1:30: The mouse's right paw lifts slightly but does not move toward the spout.  
1:31 - 1:40: The right paw moves slightly but does not reach the water drop.  
1:41 - 2:00: The mouse's tongue extends but does not make contact with the water drop.  
2:01 - 2:10: The right paw remains near the body, no contact with the water drop.  
2:11 - 2:20: The mouse's tongue retracts, no further movement of the paw.  
2:21 - 2:30: The water drop remains on the spout, no change in position.  
2:31 - 2:40: The mouse remains stationary, no interaction with the water drop.  
2:41 - 2:50: The right paw remains in place, no movement toward the spout.  
2:51 - 3:00: The mouse's tongue does not extend again, no interaction with the water drop.  
3:01 - 3:10: The water drop remains attached to the spout, no change.  
3:11 - 3:20: The mouse remains in the same position, no movement of the right paw.  
3:21 - 3:30: The right paw remains stationary, no contact with the water drop.  
3:31 - 3:40: The mouse's tongue does not extend, no interaction with the water drop.  
3:41 - 3:50: The water drop remains on the spout, no change in position.  
3:51 - 4:00: The mouse remains stationary, no interaction with the water drop.  
4:01 - 4:10: The right paw remains in place, no movement toward the spout.  
4:11 - 4:20: The mouse's tongue does not extend, no interaction with the water drop.  
4:21 - 4:30: The water drop remains attached to the spout, no change.  
4:31 - 4:40: The mouse remains stationary, no movement of the right paw.  
4:41 - 4:50: The right paw remains in place, no contact with the water drop.  
4:51 - 5:00: The mouse's tongue does not extend, no interaction with the water drop.  
5:01 - 5:10: The water drop remains on the spout, no change in position.  
5:11 - 5:20: The mouse remains stationary, no interaction with the water drop.  
5:21 - 5:30: The right paw remains in place, no movement toward the spout.  
5:31 - 5:40: The mouse's tongue does not extend, no interaction with the water drop.  
5:41 - 5:50: The water drop remains attached to the spout, no change.  
5:51 - 6:00: The mouse remains stationary, no movement of the right paw.  
6:01 - 6:10: The right paw remains in place, no contact with the water drop.  
6:11 - 6:20: The mouse's tongue does not extend, no interaction with the water drop.  
6:21 - 6:30: The water drop remains on the spout, no change in position.  
6:31 - 6:40: The mouse remains stationary, no interaction with the water drop.  
6:41 - 6:50: The right paw remains in place, no movement toward the spout.  
6:51 - 7:00: The mouse's tongue does not extend, no interaction with the water drop.  
7:01 - 7:10: The water drop remains attached to the spout, no change.  
7:11 - 7:20: The mouse remains stationary, no movement",,18.40775979643437,14.78248123123123,25.211576576576576,35.51132200903991,34.114803562426886,36.43333024604031
8,8,118,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout and was not retrieved by the mouse.  
6. 0:00 - 1:00: The mouse is positioned in front of the spout, with its paws resting on the platform.  
1:00 - 1:10: The water drop forms and remains attached to the spout.  
1:10 - 1:20: The mouse lifts its right paw and moves it toward the spout.  
1:20 - 1:30: The mouse's right paw approaches the water drop but does not make contact.  
1:30 - 1:40: The mouse's right paw moves away from the spout without touching the water drop.  
1:40 - 2:00: The mouse remains in position, with no further movement toward the spout.  
2:00 - 2:20: The water drop remains on the spout, and the mouse does not attempt to retrieve it.  
2:20 - 2:40: The mouse continues to sit in front of the spout, with no interaction with the water drop.  
2:40 - 3:00: The mouse's right paw remains stationary, and no water is consumed.  
3:00 - 3:20: The mouse's right paw is still not in contact with the water drop.  
3:20 - 3:40: The mouse's right paw moves slightly but does not touch the water drop.  
3:40 - 4:00: The mouse's right paw remains in the same position, with no interaction with the water drop.  
4:00 - 4:20: The mouse's right paw is still not in contact with the water drop.  
4:20 - 4:40: The mouse's right paw remains stationary, and no water is consumed.  
4:40 - 5:00: The mouse's right paw is still not in contact with the water drop.  
5:00 - 5:20: The mouse's right paw remains in the same position, with no interaction with the water drop.  
5:20 - 5:40: The mouse's right paw is still not in contact with the water drop.  
5:40 - 6:00: The mouse's right paw remains stationary, and no water is consumed.  
6:00 - 6:20: The mouse's right paw is still not in contact with the water drop.  
6:20 - 6:40: The mouse's right paw remains in the same position, with no interaction with the water drop.  
6:40 - 7:00: The mouse's right paw is still not in contact with the water drop.  
7:00 - 7:20: The mouse's right paw remains stationary, and no water is consumed.  
7:20 - 7:40: The mouse's right paw is still not in contact with the water drop.  
7:40 - 8:00: The mouse's right paw remains in the same position, with no interaction with the water drop.  
8:00 - 8:20: The mouse's right paw is still not in contact with the water drop.  
8:20 - 8:40: The mouse's right paw remains stationary, and no water is consumed.  
8:40 - 9:00: The mouse's right paw is still not in contact with the water drop.  
9:00 - 9:20: The mouse's right paw remains in the same position, with no interaction with the water drop.  
9:20 - 9:40: The mouse's right paw is still not in contact with the water drop.  
9:40 - 10:00: The mouse's right paw remains stationary, and no water is consumed.  
10:00 - 10:20: The mouse's right paw is still not in contact with the water drop.  
10:20 - 10:40: The mouse's right paw remains in the same position, with no interaction with the water drop.  
10:40 - 11:00: The mouse's right paw is still not in contact with the water drop.  
11:00 - 11:20: The mouse's right paw remains stationary",,18.6074823530427,14.857757132132132,23.902681431431432,35.466828383297084,34.346337375117145,36.411271058616215
9,9,111, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 2:58: The mouse remains stationary, with no movement of the right paw or tongue.  
2:59 - 3:10: The mouse lifts its right paw and moves it toward the spout, but the water drop is not visible.  
3:11 - 3:15: The mouse's right paw touches the spout, but the water drop is not visible.  
3:16 - 4:45: The mouse's right paw remains near the spout, but no water is retrieved.  
7. 95%", 95%,19.027562767508886,16.413736236236236,23.081622872872877,35.34955766778056,34.49814019990998,35.9787291070523
