,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence,avg_mse,min_mse,max_mse,avg_psnr,min_psnr,max_psnr
0,0,28, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the tongue made physical contact with the water drop. The mouse successfully brought the water drop close to its mouth and consumed it entirely, as evidenced by the complete disappearance of the water drop and the mouse's licking behavior.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the tongue made physical contact with the water drop. The mouse successfully brought the water drop close to its mouth and consumed it entirely, as evidenced by the complete disappearance of the water drop and the mouse's licking behavior.
6. 0:00 - 1:00: The mouse is positioned in front of the spout, with its head fixed and paws resting on the platform. 1:00 - 1:20: The water drop forms and remains attached to the spout. 1:20 - 1:40: The mouse extends its right paw towards the water drop. 1:40 - 2:00: The mouse's right paw makes contact with the water drop, and the drop is transferred to the paw. 2:00 - 2:20: The mouse brings the water drop close to its mouth and begins to lick it. 2:20 - 2:40: The mouse continues to lick the water drop, consuming it entirely. 2:40 - 3:00: The mouse finishes drinking, and the water drop is completely consumed.
7. 95%", 95%,56.927820039867456,52.06967967967968,62.24167542542543,30.58080969905806,30.189990863621155,30.96495454860653
1,1,25, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water drop, indicating that the mouse successfully consumed the water.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water drop, indicating that the mouse successfully consumed the water.
6. 0:00 - 1:00: The mouse is positioned in front of the spout, with its head fixed and paws resting on the platform. 1:00 - 1:20: The water drop forms on the spout. 1:20 - 1:40: The mouse extends its right paw towards the water drop. 1:40 - 2:00: The mouse's right paw touches the water drop, and the tongue makes contact with the water. 2:00 - 2:20: The mouse retracts its paw and begins to lick the water from its paw. 2:20 - 2:40: The mouse continues to lick its paw, consuming the water. 2:40 - 3:00: The mouse finishes licking its paw and returns to its initial position.
7. 95%", 95%,57.2116823504539,52.782800925925926,62.4489796046046,30.559076654829017,30.175550143260512,30.905879284814475
2,2,27, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water drop, indicating that the mouse successfully consumed the water.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water drop, indicating that the mouse successfully consumed the water.
6. 0:00 - 0:59: The mouse is positioned in front of the spout, with its head fixed and paws resting on the platform.
0:59 - 1:00: The water drop forms on the spout.
1:00 - 1:01: The mouse's right paw lifts and moves towards the water drop.
1:01 - 1:02: The mouse's right paw touches the water drop, causing it to detach from the spout.
1:02 - 1:03: The mouse's right paw brings the water drop close to its mouth.
1:03 - 1:04: The mouse's tongue makes physical contact with the water drop.
1:04 - 4:45: The mouse continues to lick the water drop, consuming it completely.
7. 95%", 95%,56.38538469503987,50.19629316816817,63.75414789789789,30.622535376328045,30.0857191528244,31.124087137637236
3,3,32,,,,,s,,"1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the drop was transferred to its mouth. The mouse's tongue made physical contact with the water drop, and the mouse consumed the entire drop. The mouse's right paw was positioned close to the water drop, and the mouse's tongue licked the water drop, indicating successful retrieval and consumption of the water.
6. 0:00 - 0:50: The mouse is positioned in front of the spout, with its head fixed and its right paw resting on the surface. The water drop is visible on the spout, and the mouse's right paw is not yet in motion.
0:50 - 1:00: The water drop begins to form on the spout, and the mouse's right paw starts to move towards the spout.
1:00 - 1:10: The water drop is fully formed on the spout, and the mouse's right paw is now in contact with the spout, holding the water drop.
1:10 - 1:20: The mouse's right paw lifts the water drop, and the mouse's tongue makes contact with the water drop.
1:20 - 1:30: The mouse's tongue continues to lick the water drop, and the water drop is consumed.
1:30 - 1:40: The mouse's right paw is still holding the spout, and the mouse's tongue is no longer in contact with the water drop.
1:40 - 1:50: The mouse's right paw is now resting on the surface, and the mouse's tongue is not in contact with the spout.
1:50 - 2:00: The mouse's right paw is still resting on the surface, and the mouse's tongue is not in contact with the spout.
2:00 - 2:10: The mouse's right paw is still resting on the surface, and the mouse's tongue is not in contact with the spout.
2:10 - 2:20: The mouse's right paw is still resting on the surface, and the mouse's tongue is not in contact with the spout.
2:20 - 2:30: The mouse's right paw is still resting on the surface, and the mouse's tongue is not in contact with the spout.
2:30 - 2:40: The mouse's right paw is still resting on the surface, and the mouse's tongue is not in contact with the spout.
2:40 - 2:50: The mouse's right paw is still resting on the surface, and the mouse's tongue is not in contact with the spout.
2:50 - 3:00: The mouse's right paw is still resting on the surface, and the mouse's tongue is not in contact with the spout.
3:00 - 3:10: The mouse's right paw is still resting on the surface, and the mouse's tongue is not in contact with the spout.
3:10 - 3:20: The mouse's right paw is still resting on the surface, and the mouse's tongue is not in contact with the spout.
3:20 - 3:30: The mouse's right paw is still resting on the surface, and the mouse's tongue is not in contact with the spout.
3:30 - 3:40: The mouse's right paw is still resting on the surface, and the mouse's tongue is not in contact with the spout.
3:40 - 3:50: The mouse's right paw is still resting on the surface, and the mouse's tongue is not in contact with the spout.
3:50 - 4:00: The mouse's right paw is still resting on the surface, and the mouse's tongue is not in contact with the spout.
4:00 - 4:10: The mouse's right paw is still resting on the surface, and the mouse's tongue is not in contact with the spout.
4:10 - 4:20: The mouse's right paw is still resting on the surface, and the mouse's tongue is not in contact with the spout.
4:20 - 4:30: The mouse's right paw is still resting on the surface, and the mouse's tongue is not in contact with the spout.
4:30 - 4:40: The mouse's right paw is still resting on the surface, and the mouse's tongue is not in contact with the spout.
4:40 - 4:50: The",,56.4147056107832,52.10919169169169,62.37475162662663,30.620146707187374,30.180715315735423,30.961660243459512
4,4,18, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 0:55: The mouse is stationary, head fixed, with no movement toward the spout.  
0:56 - 1:00: The water drop forms and remains on the spout.  
1:01 - 1:05: The mouse's right paw lifts and moves toward the spout.  
1:06 - 1:10: The paw touches the water drop, but the drop does not detach.  
1:11 - 1:15: The paw retracts without bringing the drop to the mouth.  
1:16 - 4:45: The mouse remains in place, no further interaction with the water drop.  
7. 95%", 95%,56.37998139303096,49.6556468968969,65.18814752252253,30.625628813074503,29.98911721171141,31.17111716763376
5,5,33, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 1:00: Mouse is head-fixed and remains still.  
1:00 - 1:30: Water drop forms on the spout.  
1:30 - 2:00: Mouse extends its right paw toward the spout.  
2:00 - 2:30: Mouse's paw touches the water drop, but the drop does not detach.  
2:30 - 3:00: Mouse retracts its paw without retrieving the water.  
3:00 - 4:00: Mouse attempts to lick the spout but does not make contact with the water.  
7. 95%", 95%,57.22546679222327,50.4774756006006,62.71500625625626,30.55926270431632,30.157088909379297,31.09982733335137
6,6,61, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The paw movement did not result in the retrieval of the water drop.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The paw movement did not result in the retrieval of the water drop.  
6. 0:00 - 1:00: The mouse is positioned in the restraint device, with its head fixed and paws resting on the platform.  
   1:00 - 1:30: The water drop forms on the spout and remains attached.  
   1:30 - 2:00: The mouse extends its right paw towards the water drop.  
   2:00 - 2:30: The mouse's paw touches the water drop, but the drop does not detach or move towards the mouth.  
   2:30 - 3:00: The mouse retracts its paw without any water being consumed.  
   3:00 - 4:00: The mouse remains in the same position, with no further attempts to retrieve the water.  
7. 95%", 95%,57.57373494183839,50.15827702702703,66.82830643143143,30.53786839099411,29.88119905532091,31.127377511175474
7,7,67, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.  
6. 0:00 - 0:50: The mouse is positioned in the restraint device, with its head fixed and paws resting on the platform.  
   0:50 - 1:00: The water drop appears on the spout.  
   1:00 - 4:45: The mouse remains stationary, with no movement of the paws or tongue toward the water drop.  
   4:45 - 4:45: The water drop remains on the spout, and the mouse does not interact with it.  
7. 95%", 95%,61.5584888660212,52.93870495495496,65.01159597097097,30.2424144867308,30.000895331936327,30.89307047963711
8,8,66, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and the right paw did not move toward the spout to retrieve the water. The water drop remained attached to the spout throughout the trial, and no evidence of consumption or retrieval was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and the right paw did not move toward the spout to retrieve the water. The water drop remained attached to the spout throughout the trial, and no evidence of consumption or retrieval was observed.  
6. 0:00 - 4:45: The mouse remains stationary with its head fixed, and the water drop is visible on the spout. No movement of the right paw or tongue is observed. The water drop remains attached to the spout.  
7. 95%", 95%,61.412626958855405,58.65595157657658,67.25608858858858,30.2505031666433,29.85348754413041,30.447682761174683
9,9,4, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve any of it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve any of it.  
6. 0:00 - 1:00: The mouse is positioned in the apparatus, with its head fixed and paws resting on the platform.  
1:00 - 1:10: The water drop forms on the spout and remains attached.  
1:10 - 1:20: The mouse extends its right paw toward the water drop.  
1:20 - 1:30: The mouse's paw touches the water drop, but the drop does not detach or move toward the mouth.  
1:30 - 1:40: The mouse retracts its paw without any water being consumed.  
1:40 - 2:00: The mouse remains in position, with no further interaction with the water drop.  
7. 95%", 95%,58.24803383124504,51.86986173673674,62.34487112112112,30.481317280212373,30.18279629363127,30.98165270519444
