,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence,avg_mse,min_mse,max_mse,avg_psnr,min_psnr,max_psnr
0,0,25, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.  
6. 0:00 - 1:05: The mouse is stationary, with its head fixed and paws resting.  
   1:06 - 1:10: The mouse extends its right paw toward the spout.  
   1:11 - 1:15: The mouse's paw touches the water drop, but the drop remains attached to the spout.  
   1:16 - 4:45: The mouse continues to interact with the spout, but the water drop does not detach or move toward the mouth.  
7. 95%", 95%,17.95192481274378,15.267376126126129,21.46019832332332,35.61115229469818,34.81446629709229,36.29315955891386
1,1,27, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.  
6. 0:00 - 1:05: Mouse is stationary, head fixed, paws resting.  
   1:06 - 1:10: Water drop forms and remains on the spout.  
   1:11 - 1:15: Mouse lifts its right paw toward the spout.  
   1:16 - 1:20: Right paw touches the water drop, but the drop does not detach.  
   1:21 - 1:25: Water drop remains on the spout, no transfer to the mouth.  
   1:26 - 1:30: Mouse retracts paw, no water consumed.  
   1:31 - 4:40: Mouse remains stationary, no further interaction with the water drop.  
7. 95%", 95%,19.142418614735423,15.925733233233233,22.482364864864863,35.328302252862976,34.61238369195841,36.10980924142065
2,2,32, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout throughout the trial, and no consumption occurred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout throughout the trial, and no consumption occurred.  
6. 0:00 - 2:10: The mouse remains stationary, with no movement of the right paw or tongue.  
2:11 - 2:15: The mouse lifts its right paw toward the spout.  
2:16 - 2:20: The right paw touches the water drop, but the drop remains attached to the spout.  
2:21 - 2:25: The right paw moves away from the spout without retrieving the water drop.  
2:26 - 4:45: The mouse remains stationary, with no further interaction with the water drop.  
7. 95%", 95%,19.225589630578853,13.42439502002002,25.91655593093093,35.34547787489631,33.99503073529407,36.85185637847315
3,3,18,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and the water drop remained attached to the spout without being retrieved. The mouse's right paw did not move toward the spout, and no water was consumed.  
6. 0:00 - 0:05: The mouse is positioned in front of the spout with its head fixed.  
0:05 - 0:10: The water drop forms on the spout.  
0:10 - 0:20: The mouse attempts to reach the water drop with its right paw but does not make contact.  
0:20 - 0:30: The mouse's right paw remains stationary, and the water drop stays attached to the spout.  
0:30 - 0:40: The mouse's tongue does not extend to touch the water drop.  
0:40 - 0:50: The water drop remains on the spout, and the mouse does not retrieve it.  
0:50 - 1:00: The mouse's right paw does not move toward the spout.  
1:00 - 1:10: The water drop is still attached to the spout, and the mouse does not consume it.  
1:10 - 1:20: The mouse's tongue does not make contact with the water drop.  
1:20 - 1:30: The mouse's right paw remains in place, and the water drop stays on the spout.  
1:30 - 1:40: The mouse does not retrieve the water drop.  
1:40 - 1:50: The water drop remains attached to the spout.  
1:50 - 2:00: The mouse's right paw does not move toward the spout.  
2:00 - 2:10: The mouse's tongue does not extend to touch the water drop.  
2:10 - 2:20: The water drop remains on the spout, and the mouse does not consume it.  
2:20 - 2:30: The mouse's right paw remains stationary.  
2:30 - 2:40: The water drop stays attached to the spout.  
2:40 - 2:50: The mouse does not retrieve the water drop.  
2:50 - 3:00: The water drop remains on the spout.  
3:00 - 3:10: The mouse's right paw does not move toward the spout.  
3:10 - 3:20: The mouse's tongue does not make contact with the water drop.  
3:20 - 3:30: The water drop remains attached to the spout.  
3:30 - 3:40: The mouse's right paw remains in place.  
3:40 - 3:50: The water drop stays on the spout.  
3:50 - 4:00: The mouse does not retrieve the water drop.  
4:00 - 4:10: The water drop remains on the spout.  
4:10 - 4:20: The mouse's right paw does not move toward the spout.  
4:20 - 4:30: The mouse's tongue does not extend to touch the water drop.  
4:30 - 4:40: The water drop remains attached to the spout.  
4:40 - 4:50: The mouse's right paw remains stationary.  
4:50 - 5:00: The water drop stays on the spout.  
5:00 - 5:10: The mouse does not retrieve the water drop.  
5:10 - 5:20: The water drop remains on the spout.  
5:20 - 5:30: The mouse's right paw does not move toward the spout.  
5:30 - 5:40: The mouse's tongue does not make contact with the water drop.  
5:40 - 5:50: The water drop remains attached to the spout.  
5:50 - 6:00: The mouse's right paw remains in place.  
6:00 - 6:10: The water drop stays on the spout.  
6:10 - 6:20: The mouse does not retrieve the water drop.  
6:20 - 6:",,18.58413807126091,13.96456831831832,24.131292542542543,35.475237443014535,34.30499776254609,36.68052845812624
4,4,4, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and the water drop remained attached to the spout without being retrieved. The mouse's right paw did not move toward the spout, and no water was consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and the water drop remained attached to the spout without being retrieved. The mouse's right paw did not move toward the spout, and no water was consumed.  
6. 0:00 - 0:05: The mouse is positioned in front of the spout with its head fixed.  
0:05 - 0:10: The water drop forms on the spout and remains attached.  
0:10 - 0:20: The mouse's right paw lifts slightly but does not move toward the spout.  
0:20 - 0:30: The mouse's tongue extends but does not touch the water drop.  
0:30 - 0:40: The water drop remains on the spout, and the mouse's paw does not reach it.  
0:40 - 0:50: The mouse's tongue retracts without contact with the water drop.  
0:50 - 1:00: The mouse remains in position with no further movement toward the spout.  
7. 95%", 95%,18.441986436867904,14.957572572572571,23.814704704704702,35.50696031729756,34.3623516011005,36.3821924219746
5,5,1, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. The water drop remained attached to the spout throughout the trial, and no evidence of consumption or retrieval was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. The water drop remained attached to the spout throughout the trial, and no evidence of consumption or retrieval was observed.  
6. 0:00 - 0:30: The mouse is stationary, head fixed, with both paws resting on the surface. No water drop is visible.  
0:30 - 0:40: The water drop appears on the spout. The mouse remains still, with no paw movement.  
0:40 - 1:00: The mouse lifts its right paw slightly but does not reach the spout. The water drop remains attached.  
1:00 - 2:00: The mouse continues to remain in place. The right paw does not move toward the spout.  
2:00 - 3:00: The mouse makes small movements with its left paw but does not interact with the water drop.  
3:00 - 4:00: The mouse remains in the same position. No paw movement toward the spout is observed.  
4:00 - 4:40: The water drop remains on the spout. The mouse does not attempt to retrieve it.  
4:40 - 5:00: The mouse remains stationary. No interaction with the water drop occurs.  
7. 95%", 95%,18.01634637870629,14.746001626626626,22.101392017017016,35.602217059581434,34.68660733052904,36.44406083393945
6,6,16, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The mouse attempted to reach the drop with its right paw but did not successfully bring the drop to its mouth. There was no observable transfer of water to the mouth, and no evidence of drinking.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The mouse attempted to reach the drop with its right paw but did not successfully bring the drop to its mouth. There was no observable transfer of water to the mouth, and no evidence of drinking.  
6. 0:00 - 0:30: The mouse is positioned in the apparatus, with its head fixed and paws resting. The water drop is visible on the spout.  
0:30 - 1:00: The mouse extends its right paw toward the spout, but the water drop remains attached to the spout.  
1:00 - 2:00: The mouse continues to attempt to reach the water drop with its right paw, but the paw does not make contact with the drop.  
2:00 - 3:00: The mouse retracts its paw and remains in a stationary position. The water drop remains on the spout.  
3:00 - 4:00: The mouse makes no further attempts to reach the water drop. The water drop remains attached to the spout.  
7. 95%", 95%,18.56336134626005,14.792134634634635,23.991039789789788,35.484031788575706,34.33031289841218,36.43049509849514
7,7,29, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue then made physical contact with the water drop, and the mouse consumed the entire drop. There is no evidence of splashing or dropping the water.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue then made physical contact with the water drop, and the mouse consumed the entire drop. There is no evidence of splashing or dropping the water.  
6. 0:00 - 1:00: The mouse is stationary, with its paws resting on the surface.  
   1:00 - 1:10: The water drop forms on the spout.  
   1:10 - 1:20: The mouse extends its right paw towards the water drop.  
   1:20 - 1:30: The mouse's paw touches the water drop, and the drop adheres to the paw.  
   1:30 - 1:40: The mouse brings the paw with the water drop to its mouth.  
   1:40 - 2:00: The mouse's tongue makes contact with the water drop, and it begins to consume the water.  
   2:00 - 2:10: The mouse continues to consume the water drop.  
   2:10 - 2:20: The mouse finishes consuming the water drop.  
   2:20 - 2:30: The mouse returns its paw to the resting position.  
7. 95%", 95%,18.956380022263644,15.041086711711712,23.22674111611612,35.37901900406524,34.4709208152712,36.358011458988415
8,8,36,,,,,s,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained attached to the spout, and the mouse did not successfully retrieve any of it.  
6. 0:00 - 0:50: The mouse is positioned in front of the spout, with its head fixed. The water drop is visible on the spout.  
   0:50 - 1:00: The mouse begins to move its right paw towards the spout.  
   1:00 - 1:10: The mouse's right paw reaches the spout, but the water drop remains attached.  
   1:10 - 1:20: The mouse's right paw touches the water drop, but no physical contact is made between the tongue and the drop.  
   1:20 - 1:30: The mouse's right paw moves away from the spout, and the water drop remains attached.  
   1:30 - 2:00: The mouse continues to attempt to reach the water drop, but no successful retrieval occurs.  
   2:00 - 2:30: The mouse's right paw is seen moving towards the spout again, but the water drop remains attached.  
   2:30 - 3:00: The mouse's right paw touches the water drop, but no physical contact is made between the tongue and the drop.  
   3:00 - 3:30: The mouse's right paw moves away from the spout, and the water drop remains attached.  
   3:30 - 4:00: The mouse continues to attempt to reach the water drop, but no successful retrieval occurs.  
   4:00 - 4:30: The mouse's right paw is seen moving towards the spout again, but the water drop remains attached.  
   4:30 - 5:00: The mouse's right paw touches the water drop, but no physical contact is made between the tongue and the drop.  
   5:00 - 5:30: The mouse's right paw moves away from the spout, and the water drop remains attached.  
   5:30 - 6:00: The mouse continues to attempt to reach the water drop, but no successful retrieval occurs.  
   6:00 - 6:30: The mouse's right paw is seen moving towards the spout again, but the water drop remains attached.  
   6:30 - 7:00: The mouse's right paw touches the water drop, but no physical contact is made between the tongue and the drop.  
   7:00 - 7:30: The mouse's right paw moves away from the spout, and the water drop remains attached.  
   7:30 - 8:00: The mouse continues to attempt to reach the water drop, but no successful retrieval occurs.  
   8:00 - 8:30: The mouse's right paw is seen moving towards the spout again, but the water drop remains attached.  
   8:30 - 9:00: The mouse's right paw touches the water drop, but no physical contact is made between the tongue and the drop.  
   9:00 - 9:30: The mouse's right paw moves away from the spout, and the water drop remains attached.  
   9:30 - 10:00: The mouse continues to attempt to reach the water drop, but no successful retrieval occurs.  
   10:00 - 10:30: The mouse's right paw is seen moving towards the spout again, but the water drop remains attached.  
   10:30 - 11:00: The mouse's right paw touches the water drop, but no physical contact is made between the tongue and the drop.  
   11:00 - 11:30: The mouse's right paw moves away from the spout, and the water drop remains attached.  
   11:30 - 12:00: The mouse continues to attempt to reach the water drop, but no successful retrieval occurs.  
   12:00 - 12:30: The mouse's right paw is seen moving towards the spout again, but the water drop remains attached.  
   12:30 - 13:00: The mouse's right paw",,18.697181351610237,15.046836211211213,22.93111549049049,35.4359677634973,34.5265517924825,36.35635167280569
9,9,17, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not reach the spout to bring the drop to the mouth. There is no visual evidence of water being consumed or transferred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not reach the spout to bring the drop to the mouth. There is no visual evidence of water being consumed or transferred.  
6. 0:00 - 1:00: Mouse is stationary, head fixed, no movement toward the spout.  
   1:00 - 1:10: Water drop appears on the spout, but no paw or tongue movement toward it.  
   1:10 - 4:40: Mouse remains in place; no paw or tongue interaction with the water drop.  
   4:40 - 4:45: Water drop remains on the spout; no change in position or contact.  
7. 95%", 95%,18.95617021115943,15.281995745745746,22.80470720720721,35.38002201636931,34.55055860222133,36.28900286421018
