,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence,avg_mse,min_mse,max_mse,avg_psnr,min_psnr,max_psnr
0,0,25,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 0:50: The mouse remains stationary with its right paw near the spout but does not touch the water drop.  
0:50 - 1:00: The water drop is visible on the spout, and the mouse's right paw moves slightly but does not make contact.  
1:00 - 1:10: The mouse's right paw lifts and moves toward the spout, but the water drop remains attached and untouched.  
1:10 - 1:20: The mouse's right paw hovers near the spout, but no contact is made with the water drop.  
1:20 - 1:30: The mouse's right paw moves away from the spout, and the water drop remains on the spout.  
1:30 - 1:40: The mouse's right paw returns to the spout, but the water drop is still not touched.  
1:40 - 1:50: The mouse's right paw moves away again, and the water drop remains on the spout.  
1:50 - 2:00: The mouse's right paw hovers near the spout, but no contact is made.  
2:00 - 2:10: The mouse's right paw moves away from the spout, and the water drop remains on the spout.  
2:10 - 2:20: The mouse's right paw returns to the spout, but the water drop is still not touched.  
2:20 - 2:30: The mouse's right paw moves away again, and the water drop remains on the spout.  
2:30 - 2:40: The mouse's right paw hovers near the spout, but no contact is made.  
2:40 - 2:50: The mouse's right paw moves away from the spout, and the water drop remains on the spout.  
2:50 - 3:00: The mouse's right paw returns to the spout, but the water drop is still not touched.  
3:00 - 3:10: The mouse's right paw moves away again, and the water drop remains on the spout.  
3:10 - 3:20: The mouse's right paw hovers near the spout, but no contact is made.  
3:20 - 3:30: The mouse's right paw moves away from the spout, and the water drop remains on the spout.  
3:30 - 3:40: The mouse's right paw returns to the spout, but the water drop is still not touched.  
3:40 - 3:50: The mouse's right paw moves away again, and the water drop remains on the spout.  
3:50 - 4:00: The mouse's right paw hovers near the spout, but no contact is made.  
4:00 - 4:10: The mouse's right paw moves away from the spout, and the water drop remains on the spout.  
4:10 - 4:20: The mouse's right paw returns to the spout, but the water drop is still not touched.  
4:20 - 4:30: The mouse's right paw moves away again, and the water drop remains on the spout.  
4:30 - 4:40: The mouse's right paw hovers near the spout, but no contact is made.  
4:40 - 4:50: The mouse's right paw moves away from the spout, and the water drop remains on the spout.  
4:50 - 5:00: The mouse's right paw returns to the spout, but the water drop is still not touched.  
5:00 - 5:10: The mouse's right paw moves away again, and the water drop remains on the spout.  
5:10 - 5:20: The mouse's right paw hovers near the spout, but no contact is made.  
5:20 - 5:30: The mouse's right paw moves away from the spout, and the water drop remains on the spout.  
5:30 - 5:40: The mouse's right paw returns to the spout, but the water drop is still",,11.919261459735598,8.318903903903903,14.098607982982983,37.38986927932825,36.6390412588295,38.93014253308613
1,1,27, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption. The drop was fully consumed, with no visible residue left on the spout.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption. The drop was fully consumed, with no visible residue left on the spout.  
6. 0:24 - 0:30: The mouse lifts its right paw toward the spout.  
0:30 - 0:40: The mouse's right paw makes contact with the water drop.  
0:40 - 0:50: The mouse brings the water drop to its mouth.  
0:50 - 1:00: The mouse's tongue makes contact with the water drop.  
1:00 - 4:40: The mouse continues to consume the water drop.  
7. 95%", 95%,11.828515422750336,9.318919544544544,13.10997122122122,37.41196995277356,36.95478622532406,38.43714798625871
2,2,18,,,,,s,,"1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water drop, indicating successful retrieval and consumption of the water.
6. 0:00 - 0:10: The mouse is positioned in front of the spout, with its right paw resting on the surface.
0:11 - 0:20: The mouse extends its right paw towards the spout, making contact with the water drop.
0:21 - 0:30: The mouse's tongue makes physical contact with the water drop, and the mouse begins to lick the water.
0:31 - 0:40: The mouse continues to lick the water drop, with the tongue making repeated contact.
0:41 - 0:50: The mouse's right paw remains near the spout, and the tongue continues to lick the water.
0:51 - 1:00: The mouse's right paw moves slightly, but the tongue continues to lick the water drop.
1:01 - 1:10: The mouse's right paw is still near the spout, and the tongue continues to lick the water.
1:11 - 1:20: The mouse's right paw remains near the spout, and the tongue continues to lick the water.
1:21 - 1:30: The mouse's right paw is still near the spout, and the tongue continues to lick the water.
1:31 - 1:40: The mouse's right paw remains near the spout, and the tongue continues to lick the water.
1:41 - 1:50: The mouse's right paw is still near the spout, and the tongue continues to lick the water.
1:51 - 2:00: The mouse's right paw remains near the spout, and the tongue continues to lick the water.
2:01 - 2:10: The mouse's right paw is still near the spout, and the tongue continues to lick the water.
2:11 - 2:20: The mouse's right paw remains near the spout, and the tongue continues to lick the water.
2:21 - 2:30: The mouse's right paw is still near the spout, and the tongue continues to lick the water.
2:31 - 2:40: The mouse's right paw remains near the spout, and the tongue continues to lick the water.
2:41 - 2:50: The mouse's right paw is still near the spout, and the tongue continues to lick the water.
2:51 - 3:00: The mouse's right paw remains near the spout, and the tongue continues to lick the water.
3:01 - 3:10: The mouse's right paw is still near the spout, and the tongue continues to lick the water.
3:11 - 3:20: The mouse's right paw remains near the spout, and the tongue continues to lick the water.
3:21 - 3:30: The mouse's right paw is still near the spout, and the tongue continues to lick the water.
3:31 - 3:40: The mouse's right paw remains near the spout, and the tongue continues to lick the water.
3:41 - 3:50: The mouse's right paw is still near the spout, and the tongue continues to lick the water.
3:51 - 4:00: The mouse's right paw remains near the spout, and the tongue continues to lick the water.
4:01 - 4:10: The mouse's right paw is still near the spout, and the tongue continues to lick the water.
4:11 - 4:20: The mouse's right paw remains near the spout, and the tongue continues to lick the water.
4:21 - 4:30: The mouse's right paw is still near the spout, and the tongue continues to lick the water.
4:31 - 4:40: The mouse's right paw remains near the spout, and the tongue continues to lick the water.
4:41 - 4:50: The mouse's right paw is still near the spout, and the tongue continues to lick the water.
4:51 - 5:00: The mouse's right paw remains near the spout, and the tongue continues to lick the water.
5:01 - 5:10: The mouse's right paw is still near",,12.18330722964344,9.382521271271273,14.865952827827828,37.30491788841147,36.40887610488332,38.40760803185373
3,3,33, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the tongue made physical contact with the water drop, indicating that the mouse successfully consumed the water.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the tongue made physical contact with the water drop, indicating that the mouse successfully consumed the water.
6. 0:00 - 0:10: The mouse is positioned in front of the spout, with its right paw resting on the surface.
0:10 - 0:20: The mouse lifts its right paw and extends it towards the spout.
0:20 - 0:30: The mouse's right paw makes contact with the water drop on the spout.
0:30 - 0:40: The mouse brings the water drop close to its mouth, and the tongue makes physical contact with the water drop.
0:40 - 0:50: The mouse continues to lick the water drop, consuming it.
0:50 - 1:00: The mouse finishes drinking the water drop and retracts its paw.
7. 95%", 95%,11.555973570553313,9.494705955955956,13.748793793793794,37.52094586527242,36.74815762460016,38.3559884136656
4,4,41, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no visual evidence of any water being consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no visual evidence of any water being consumed.  
6. 0:00 - 0:50: The mouse is stationary, with both paws resting on the platform.  
0:51 - 1:00: The mouse lifts its right paw and moves it toward the spout.  
1:01 - 1:05: The right paw touches the water drop on the spout.  
1:06 - 1:10: The water drop detaches from the spout and is held by the paw.  
1:11 - 1:20: The mouse brings the paw with the water drop toward its mouth.  
1:21 - 1:30: The mouse attempts to lick the water drop with its tongue, but the tongue does not make contact.  
1:31 - 1:40: The mouse continues to hold the water drop with its paw, but no drinking occurs.  
1:41 - 2:00: The mouse releases the water drop, which falls back onto the spout.  
2:01 - 2:10: The mouse retracts its paw and returns to a resting position.  
7. 95%", 95%,12.116089160280971,9.692895395395396,15.105321571571572,37.32529206073357,36.33950385626535,38.26626834961069
5,5,1, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the water, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the water, indicating full consumption.  
6. 0:00 - 1:10: The mouse is stationary, with both paws resting on the platform.  
   1:11 - 1:18: The mouse lifts its right paw and moves it toward the spout.  
   1:19 - 1:25: The right paw makes contact with the water drop, and the mouse brings it toward its mouth.  
   1:26 - 4:45: The mouse uses its tongue to lick the water drop, consuming it completely.  
7. 95%", 95%,12.320713191639914,9.493343343343344,14.36001438938939,37.232417157707935,36.55925485778531,38.35661172691944
6,6,16, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the tongue made physical contact with the water drop. The mouse successfully consumed the entire water drop, as indicated by the complete disappearance of the drop and the mouse's licking behavior.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the tongue made physical contact with the water drop. The mouse successfully consumed the entire water drop, as indicated by the complete disappearance of the drop and the mouse's licking behavior.
6. 0:00 - 0:20: The mouse is positioned in front of the spout, with its paws resting on the surface.
0:21 - 0:30: The mouse lifts its right paw and extends it towards the spout.
0:31 - 0:40: The mouse's right paw makes contact with the water drop on the spout.
0:41 - 0:50: The mouse brings the water drop close to its mouth and begins to lick it.
0:51 - 1:00: The mouse continues to lick the water drop, consuming it.
1:01 - 1:10: The mouse finishes drinking the water drop and retracts its paw.
1:11 - 1:20: The mouse remains in position, with its paws resting on the surface.
7. 95%", 95%,11.677503128128128,9.516372622622622,13.968744994994996,37.47163394126049,36.67922971663679,38.346089219561776
7,7,51,,,,,s,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and the water drop remained attached to the spout throughout the trial. The mouse's paws moved toward the spout but did not successfully retrieve the water drop.  
6. 0:00 - 0:10: The mouse is positioned in front of the spout with its paws resting on the surface.  
0:10 - 0:20: The mouse lifts its paws and moves them toward the spout.  
0:20 - 0:30: The mouse's paws are near the spout but do not touch the water drop.  
0:30 - 0:40: The mouse's paws move away from the spout.  
0:40 - 0:50: The mouse repeats the motion of lifting its paws and moving them toward the spout.  
0:50 - 1:00: The mouse's paws are near the spout but do not touch the water drop.  
1:00 - 1:10: The mouse's paws move away from the spout.  
1:10 - 1:20: The mouse repeats the motion of lifting its paws and moving them toward the spout.  
1:20 - 1:30: The mouse's paws are near the spout but do not touch the water drop.  
1:30 - 1:40: The mouse's paws move away from the spout.  
1:40 - 1:50: The mouse repeats the motion of lifting its paws and moving them toward the spout.  
1:50 - 2:00: The mouse's paws are near the spout but do not touch the water drop.  
2:00 - 2:10: The mouse's paws move away from the spout.  
2:10 - 2:20: The mouse repeats the motion of lifting its paws and moving them toward the spout.  
2:20 - 2:30: The mouse's paws are near the spout but do not touch the water drop.  
2:30 - 2:40: The mouse's paws move away from the spout.  
2:40 - 2:50: The mouse repeats the motion of lifting its paws and moving them toward the spout.  
2:50 - 3:00: The mouse's paws are near the spout but do not touch the water drop.  
3:00 - 3:10: The mouse's paws move away from the spout.  
3:10 - 3:20: The mouse repeats the motion of lifting its paws and moving them toward the spout.  
3:20 - 3:30: The mouse's paws are near the spout but do not touch the water drop.  
3:30 - 3:40: The mouse's paws move away from the spout.  
3:40 - 3:50: The mouse repeats the motion of lifting its paws and moving them toward the spout.  
3:50 - 4:00: The mouse's paws are near the spout but do not touch the water drop.  
4:00 - 4:10: The mouse's paws move away from the spout.  
4:10 - 4:20: The mouse repeats the motion of lifting its paws and moving them toward the spout.  
4:20 - 4:30: The mouse's paws are near the spout but do not touch the water drop.  
4:30 - 4:40: The mouse's paws move away from the spout.  
4:40 - 4:50: The mouse repeats the motion of lifting its paws and moving them toward the spout.  
4:50 - 5:00: The mouse's paws are near the spout but do not touch the water drop.  
5:00 - 5:10: The mouse's paws move away from the spout.  
5:10 - 5:20: The mouse repeats the motion of lifting its paws and moving them toward the spout.  
5:20 - 5:30: The mouse's paws are near the spout but do not touch the water drop.  
5:30 - 5:",,13.20206419781851,10.046476476476476,15.147531281281282,36.94909306345203,36.32738502833601,38.11066589174847
8,8,39,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the paw did not reach the spout. The water drop remained attached to the spout throughout the trial, and no water was retrieved.  
6. 0:00 - 0:25: The mouse is stationary with both paws on the surface.  
0:26 - 0:35: The mouse lifts its right paw and moves it toward the spout.  
0:36 - 0:45: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
0:46 - 0:55: The mouse attempts to lick the water drop with its tongue, but the tongue does not make contact.  
0:56 - 1:05: The mouse continues to attempt to lick the water drop, but the tongue does not make contact.  
1:06 - 1:15: The mouse's right paw remains near the spout, but the water drop is still attached.  
1:16 - 1:25: The mouse's right paw moves away from the spout, and the water drop remains attached.  
1:26 - 1:35: The mouse remains stationary with both paws on the surface.  
1:36 - 1:45: The mouse lifts its right paw and moves it toward the spout again.  
1:46 - 1:55: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
1:56 - 2:05: The mouse attempts to lick the water drop with its tongue, but the tongue does not make contact.  
2:06 - 2:15: The mouse continues to attempt to lick the water drop, but the tongue does not make contact.  
2:16 - 2:25: The mouse's right paw remains near the spout, but the water drop is still attached.  
2:26 - 2:35: The mouse's right paw moves away from the spout, and the water drop remains attached.  
2:36 - 2:45: The mouse remains stationary with both paws on the surface.  
2:46 - 2:55: The mouse lifts its right paw and moves it toward the spout again.  
2:56 - 3:05: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
3:06 - 3:15: The mouse attempts to lick the water drop with its tongue, but the tongue does not make contact.  
3:16 - 3:25: The mouse continues to attempt to lick the water drop, but the tongue does not make contact.  
3:26 - 3:35: The mouse's right paw remains near the spout, but the water drop is still attached.  
3:36 - 3:45: The mouse's right paw moves away from the spout, and the water drop remains attached.  
3:46 - 3:55: The mouse remains stationary with both paws on the surface.  
3:56 - 4:05: The mouse lifts its right paw and moves it toward the spout again.  
4:06 - 4:15: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
4:16 - 4:25: The mouse attempts to lick the water drop with its tongue, but the tongue does not make contact.  
4:26 - 4:35: The mouse continues to attempt to lick the water drop, but the tongue does not make contact.  
4:36 - 4:45: The mouse's right paw remains near the spout, but the water drop is still attached.  
4:46 - 4:55: The mouse's right paw moves away from the spout, and the water drop remains attached.  
4:56 - 5:05: The mouse remains stationary with both paws on the surface.  
5:06 - 5:15: The mouse lifts its right paw and moves it toward the spout again.  
5:16 - 5:25: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
5:26 - 5:35: The mouse attempts to lick the water drop with its tongue, but the tongue does not make contact.  
5:3",,12.374464248731488,9.695196446446449,14.77627565065065,37.226185043434974,36.43515376619275,38.26523747582806
9,9,29,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no observable evidence of water being consumed or retrieved.  
6. 0:00 - 0:20: The mouse is stationary with both paws on the surface.  
0:21 - 0:25: The mouse lifts its right paw and moves it toward the spout.  
0:26 - 0:30: The right paw approaches the spout but does not touch the water drop.  
0:31 - 0:35: The right paw remains near the spout but does not make contact with the water drop.  
0:36 - 0:40: The right paw moves away from the spout without touching the water drop.  
0:41 - 0:45: The mouse returns its right paw to the surface.  
0:46 - 0:50: The mouse remains stationary with both paws on the surface.  
0:51 - 0:55: The mouse lifts its right paw again and moves it toward the spout.  
0:56 - 1:00: The right paw approaches the spout but does not touch the water drop.  
1:01 - 1:05: The right paw remains near the spout but does not make contact with the water drop.  
1:06 - 1:10: The right paw moves away from the spout without touching the water drop.  
1:11 - 1:15: The mouse returns its right paw to the surface.  
1:16 - 1:20: The mouse remains stationary with both paws on the surface.  
1:21 - 1:25: The mouse lifts its right paw and moves it toward the spout.  
1:26 - 1:30: The right paw approaches the spout but does not touch the water drop.  
1:31 - 1:35: The right paw remains near the spout but does not make contact with the water drop.  
1:36 - 1:40: The right paw moves away from the spout without touching the water drop.  
1:41 - 1:45: The mouse returns its right paw to the surface.  
1:46 - 1:50: The mouse remains stationary with both paws on the surface.  
1:51 - 1:55: The mouse lifts its right paw and moves it toward the spout.  
1:56 - 2:00: The right paw approaches the spout but does not touch the water drop.  
2:01 - 2:05: The right paw remains near the spout but does not make contact with the water drop.  
2:06 - 2:10: The right paw moves away from the spout without touching the water drop.  
2:11 - 2:15: The mouse returns its right paw to the surface.  
2:16 - 2:20: The mouse remains stationary with both paws on the surface.  
2:21 - 2:25: The mouse lifts its right paw and moves it toward the spout.  
2:26 - 2:30: The right paw approaches the spout but does not touch the water drop.  
2:31 - 2:35: The right paw remains near the spout but does not make contact with the water drop.  
2:36 - 2:40: The right paw moves away from the spout without touching the water drop.  
2:41 - 2:45: The mouse returns its right paw to the surface.  
2:46 - 2:50: The mouse remains stationary with both paws on the surface.  
2:51 - 2:55: The mouse lifts its right paw and moves it toward the spout.  
2:56 - 3:00: The right paw approaches the spout but does not touch the water drop.  
3:01 - 3:05: The right paw remains near the spout but does not make contact with the water drop.  
3:06 - 3:10: The right paw moves away from the spout without touching the water drop.  
3:11 - 3:15: The mouse returns its right paw to the surface.  
3:16 - 3:20:",,11.180259483621551,9.50609984984985,13.560628753753754,37.663314695700656,36.80800534319523,38.350779891575336
