,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence,avg_mse,min_mse,max_mse,avg_psnr,min_psnr,max_psnr
0,0,77,,,,,s,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and the water drop remained fully attached to the spout. The mouse did not successfully retrieve any water.  
6. 0:00 - 0:05: The mouse is positioned in front of the spout, with its right paw resting on the surface.  
0:06 - 0:10: The water drop forms on the spout.  
0:11 - 0:15: The mouse extends its right paw towards the spout.  
0:16 - 0:20: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
0:21 - 0:25: The mouse retracts its right paw without retrieving the water drop.  
0:26 - 0:30: The mouse continues to attempt to reach the water drop with its right paw.  
0:31 - 0:35: The mouse's right paw makes contact with the water drop again, but the drop remains attached to the spout.  
0:36 - 0:40: The mouse retracts its right paw without retrieving the water drop.  
0:41 - 0:45: The mouse continues to attempt to reach the water drop with its right paw.  
0:46 - 0:50: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
0:51 - 0:55: The mouse retracts its right paw without retrieving the water drop.  
0:56 - 1:00: The mouse continues to attempt to reach the water drop with its right paw.  
1:01 - 1:05: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
1:06 - 1:10: The mouse retracts its right paw without retrieving the water drop.  
1:11 - 1:15: The mouse continues to attempt to reach the water drop with its right paw.  
1:16 - 1:20: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
1:21 - 1:25: The mouse retracts its right paw without retrieving the water drop.  
1:26 - 1:30: The mouse continues to attempt to reach the water drop with its right paw.  
1:31 - 1:35: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
1:36 - 1:40: The mouse retracts its right paw without retrieving the water drop.  
1:41 - 1:45: The mouse continues to attempt to reach the water drop with its right paw.  
1:46 - 1:50: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
1:51 - 1:55: The mouse retracts its right paw without retrieving the water drop.  
1:56 - 2:00: The mouse continues to attempt to reach the water drop with its right paw.  
2:01 - 2:05: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
2:06 - 2:10: The mouse retracts its right paw without retrieving the water drop.  
2:11 - 2:15: The mouse continues to attempt to reach the water drop with its right paw.  
2:16 - 2:20: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
2:21 - 2:25: The mouse retracts its right paw without retrieving the water drop.  
2:26 - 2:30: The mouse continues to attempt to reach the water drop with its right paw.  
2:31 - 2:35: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
2:36 - 2:40: The mouse retracts its right paw without retrieving the water drop.  
2:41 - 2:45: The mouse continues to attempt to reach the water drop with its right paw.  
2:46 - 2:50: The mouse's right paw touches the water drop, but the drop remains attached to the",,23.919573722429323,19.64688876376376,28.386468343343346,34.365358875926795,33.599689970283976,35.1978657458952
1,1,25, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not move toward the spout. The water drop remained attached to the spout throughout the trial, and no retrieval occurred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not move toward the spout. The water drop remained attached to the spout throughout the trial, and no retrieval occurred.  
6. 0:00 - 2:20: The mouse remains stationary, with no movement of the right paw or tongue.  
2:20 - 2:40: The water drop forms on the spout and remains attached.  
2:40 - 3:00: The mouse lifts its right paw slightly but does not reach the spout or the water drop.  
3:00 - 4:40: The mouse continues to remain in place, with no further movement of the right paw or tongue.  
7. 95%", 95%,24.700901181353768,22.118183183183184,28.10664351851852,34.21105435488017,33.642713753964195,34.6833091029327
2,2,118,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout and was not retrieved by the mouse.  
6. 0:00 - 1:00: The mouse is stationary, with its paws resting on the surface.  
1:00 - 1:05: The water drop forms on the spout.  
1:05 - 1:10: The water drop remains attached to the spout.  
1:10 - 1:15: The mouse lifts its right paw slightly but does not reach the water drop.  
1:15 - 1:20: The mouse lowers its right paw back to the surface.  
1:20 - 1:30: The mouse remains stationary, with no further movement toward the water drop.  
1:30 - 2:00: The water drop remains on the spout, and the mouse does not interact with it.  
2:00 - 2:30: The mouse remains in the same position, with no movement of the right paw toward the water drop.  
2:30 - 3:00: The mouse continues to remain stationary, with no interaction with the water drop.  
3:00 - 3:30: The water drop remains on the spout, and the mouse does not make any attempt to retrieve it.  
3:30 - 4:00: The mouse remains in the same position, with no movement of the right paw toward the water drop.  
4:00 - 4:30: The mouse remains stationary, with no interaction with the water drop.  
4:30 - 5:00: The water drop remains on the spout, and the mouse does not make any attempt to retrieve it.  
5:00 - 5:30: The mouse remains in the same position, with no movement of the right paw toward the water drop.  
5:30 - 6:00: The mouse remains stationary, with no interaction with the water drop.  
6:00 - 6:30: The water drop remains on the spout, and the mouse does not make any attempt to retrieve it.  
6:30 - 7:00: The mouse remains in the same position, with no movement of the right paw toward the water drop.  
7:00 - 7:30: The mouse remains stationary, with no interaction with the water drop.  
7:30 - 8:00: The water drop remains on the spout, and the mouse does not make any attempt to retrieve it.  
8:00 - 8:30: The mouse remains in the same position, with no movement of the right paw toward the water drop.  
8:30 - 9:00: The mouse remains stationary, with no interaction with the water drop.  
9:00 - 9:30: The water drop remains on the spout, and the mouse does not make any attempt to retrieve it.  
9:30 - 10:00: The mouse remains in the same position, with no movement of the right paw toward the water drop.  
10:00 - 10:30: The mouse remains stationary, with no interaction with the water drop.  
10:30 - 11:00: The water drop remains on the spout, and the mouse does not make any attempt to retrieve it.  
11:00 - 11:30: The mouse remains in the same position, with no movement of the right paw toward the water drop.  
11:30 - 12:00: The mouse remains stationary, with no interaction with the water drop.  
12:00 - 12:30: The water drop remains on the spout, and the mouse does not make any attempt to retrieve it.  
12:30 - 13:00: The mouse remains in the same position, with no movement of the right paw toward the water drop.  
13:00 - 13:30: The mouse remains stationary, with no interaction with the water drop.  
13:30 - 14:00: The water drop remains on the spout, and the mouse does not make any attempt to retrieve it.  
14:00 - 14:30: The mouse remains in the same position, with no movement of the right paw toward the water drop.  
",,24.243262637637635,18.190996621621625,27.53803741241241,34.2960593223999,33.7314737524952,35.532238676640176
3,3,84, No, Yes, Yes,0.0,f," Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:00: Mouse is stationary, head fixed, no movement toward the spout.  
1:00 - 1:10: Water drop forms on the spout.  
1:10 - 1:20: Mouse extends its right paw toward the spout.  
1:20 - 1:30: Paw approaches the water drop but does not make contact.  
1:30 - 1:40: Paw retracts without touching the drop.  
1:40 - 2:00: Mouse remains stationary, no further attempts to reach the drop.  
7. 95%", 95%,24.21017596260053,18.266530905905903,28.10653841341341,34.30016585929322,33.64272999448487,35.51424284860595
4,4,107, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not reach the spout to bring the drop to the mouth. There is no visual evidence of any water being consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not reach the spout to bring the drop to the mouth. There is no visual evidence of any water being consumed.  
6. 0:00 - 2:40: The mouse remains stationary, with no movement of the right paw or tongue toward the spout.  
2:40 - 3:00: The mouse lifts its right paw slightly but does not extend it toward the spout.  
3:00 - 4:40: The mouse brings its right paw closer to the spout, but the paw does not touch the water drop.  
4:40 - 5:00: The mouse attempts to lick the spout with its tongue, but the tongue does not make contact with the water drop.  
5:00 - 5:00: The water drop remains on the spout, and the mouse does not retrieve any water.  
7. 95%", 95%,25.764682085102343,23.886898773773773,29.184329954954958,34.025424836621454,33.47930634104246,34.34920591731829
5,5,93, Yes, Yes, Yes,95.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue made clear contact with the water, and the mouse consumed the majority of the drop, with only a small amount remaining on the spout.","1. Yes  
2. Yes  
3. Yes  
4. 95%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue made clear contact with the water, and the mouse consumed the majority of the drop, with only a small amount remaining on the spout.  
6. 0:00 - 1:00: The mouse is stationary, head fixed, with no movement toward the spout.  
1:00 - 1:10: The water drop forms and remains attached to the spout.  
1:10 - 1:20: The mouse begins to lift its right paw toward the spout.  
1:20 - 1:30: The right paw reaches the water drop and makes contact.  
1:30 - 1:40: The mouse brings the water drop closer to its mouth.  
1:40 - 2:00: The tongue makes contact with the water drop, and the mouse begins to drink.  
2:00 - 2:10: The mouse continues to drink, consuming most of the water drop.  
2:10 - 2:20: The mouse finishes drinking, and the water drop is nearly gone.  
7. 95%", 95%,24.122286543008528,17.7494481981982,31.057513138138138,34.33425966377317,33.209136832559,35.6389550478399
6,6,4, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. There is no visual evidence of water being consumed or transferred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. There is no visual evidence of water being consumed or transferred.  
6. 0:00 - 0:50: Mouse is stationary, head fixed, no movement of paws or tongue.  
0:50 - 1:00: Water drop appears on the spout, remains attached.  
1:00 - 4:45: Mouse remains in place; no paw movement toward the spout.  
4:45 - 4:50: Water drop detaches and falls; no interaction from the mouse.  
7. 95%", 95%,24.685627804528664,21.62742805305305,30.134697822822822,34.21558168148737,33.34013519951605,34.78075484923053
7,7,1, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not reach the spout to bring the drop to the mouth. The water drop remained on the spout and was not consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not reach the spout to bring the drop to the mouth. The water drop remained on the spout and was not consumed.  
6. 0:00 - 1:00: Mouse is stationary, head fixed, no movement toward the spout.  
1:00 - 1:10: Water drop forms and remains on the spout.  
1:10 - 1:20: Mouse lifts its right paw slightly but does not reach the spout.  
1:20 - 1:30: Right paw moves toward the spout but does not make contact with the water drop.  
1:30 - 1:40: Mouse attempts to lick but tongue does not touch the drop.  
1:40 - 2:00: Right paw remains near the spout but does not touch the drop.  
2:00 - 2:20: Mouse retracts paw, no water is consumed.  
2:20 - 2:40: Mouse remains stationary, no further attempts to retrieve water.  
7. 95%", 95%,23.436051935556247,15.94393455955956,26.333853853853853,34.44336377689412,33.9256593985578,36.10484857694327
8,8,75,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout to bring the drop to the mouth. The water drop remained attached to the spout and was not retrieved.  
6. 0:00 - 1:08: The mouse is stationary, head fixed, with no movement of the right paw or tongue.  
1:09 - 1:12: The water drop forms and remains attached to the spout.  
1:13 - 1:20: The mouse's right paw lifts slightly but does not move toward the spout.  
1:21 - 1:30: The right paw remains in place, no contact with the water drop.  
1:31 - 1:40: The mouse's tongue extends slightly but does not touch the water drop.  
1:41 - 2:00: The mouse's right paw remains stationary, no interaction with the water drop.  
2:01 - 2:10: The mouse's tongue retracts, no contact with the water drop.  
2:11 - 2:20: The water drop remains attached to the spout, no change in position.  
2:21 - 2:30: The mouse's right paw remains in place, no movement toward the spout.  
2:31 - 2:40: The mouse's tongue does not extend toward the water drop.  
2:41 - 2:50: The water drop remains attached to the spout, no interaction observed.  
2:51 - 3:00: The mouse's right paw remains stationary, no contact with the water drop.  
3:01 - 3:10: The mouse's tongue does not make contact with the water drop.  
3:11 - 3:20: The water drop remains attached to the spout, no change in position.  
3:21 - 3:30: The mouse's right paw remains in place, no movement toward the spout.  
3:31 - 3:40: The mouse's tongue retracts, no contact with the water drop.  
3:41 - 3:50: The water drop remains attached to the spout, no interaction observed.  
3:51 - 4:00: The mouse's right paw remains stationary, no contact with the water drop.  
4:01 - 4:10: The mouse's tongue does not extend toward the water drop.  
4:11 - 4:20: The water drop remains attached to the spout, no change in position.  
4:21 - 4:30: The mouse's right paw remains in place, no movement toward the spout.  
4:31 - 4:40: The mouse's tongue does not make contact with the water drop.  
4:41 - 4:50: The water drop remains attached to the spout, no interaction observed.  
4:51 - 5:00: The mouse's right paw remains stationary, no contact with the water drop.  
5:01 - 5:10: The mouse's tongue retracts, no contact with the water drop.  
5:11 - 5:20: The water drop remains attached to the spout, no change in position.  
5:21 - 5:30: The mouse's right paw remains in place, no movement toward the spout.  
5:31 - 5:40: The mouse's tongue does not extend toward the water drop.  
5:41 - 5:50: The water drop remains attached to the spout, no interaction observed.  
5:51 - 6:00: The mouse's right paw remains stationary, no contact with the water drop.  
6:01 - 6:10: The mouse's tongue retracts, no contact with the water drop.  
6:11 - 6:20: The water drop remains attached to the spout, no change in position.  
6:21 - 6:30: The mouse's right paw remains in place, no movement toward the spout.  
6:31 - 6:40: The mouse's tongue does not make contact with the water drop.  
6:41 - 6:50: The water drop remains attached to the spout, no interaction observed.  
6:51 - 7:00: The mouse's right paw remains stationary, no contact",,25.514155729004862,23.411111736736736,29.20138763763764,34.06704573865754,33.47676871438328,34.43658323093289
9,9,16, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not move its right paw toward the spout, and there was no physical contact between the tongue and the water drop. The water drop remained attached to the spout throughout the trial, and no evidence of retrieval or consumption was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not move its right paw toward the spout, and there was no physical contact between the tongue and the water drop. The water drop remained attached to the spout throughout the trial, and no evidence of retrieval or consumption was observed.  
6. 0:00 - 4:45: The mouse remains stationary with both paws on the surface, head fixed, and no movement toward the spout. The water drop is visible on the spout but remains undisturbed. No paw or tongue movement occurs.  
7. 95%", 95%,27.35389112172517,24.839212962962964,31.647802802802804,33.76457634028507,33.12736797027715,34.17942529880972
