,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
0,0,28, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made clear physical contact with the drop. The mouse then consumed the entire drop, as evidenced by the complete disappearance of the drop and the absence of any remaining water on the spout or paw. The mouse's actions were deliberate and effective, indicating a successful retrieval and consumption of the water.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made clear physical contact with the drop. The mouse then consumed the entire drop, as evidenced by the complete disappearance of the drop and the absence of any remaining water on the spout or paw. The mouse's actions were deliberate and effective, indicating a successful retrieval and consumption of the water.  
6. 0:00 - 1:15: The mouse is stationary, with its head fixed and paws resting on the surface.  
1:16 - 1:25: The mouse begins to lift its right paw, moving it towards the spout.  
1:26 - 1:35: The right paw makes contact with the water drop on the spout, and the drop adheres to the paw.  
1:36 - 1:45: The mouse brings the paw with the water drop close to its mouth.  
1:46 - 2:00: The mouse's tongue makes physical contact with the water drop, and it begins to lick the water.  
2:01 - 2:10: The mouse continues to lick the water from its paw, consuming the entire drop.  
2:11 - 2:20: The mouse finishes drinking, and the paw is no longer holding any water.  
2:21 - 2:30: The mouse returns its paw to the resting position, and the spout is clear of any water.  
7. 95%", 95%
1,1,25, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made physical contact with the water drop. The mouse consumed the entire drop, as evidenced by the complete disappearance of the water drop and the wetness around the mouth and paws.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made physical contact with the water drop. The mouse consumed the entire drop, as evidenced by the complete disappearance of the water drop and the wetness around the mouth and paws.  
6. 0:00 - 1:02: The mouse is stationary, head fixed, with no visible movement of the paws or tongue.  
1:03 - 1:10: The mouse's right paw lifts off the surface and moves toward the spout.  
1:11 - 1:20: The right paw makes contact with the water drop on the spout.  
1:21 - 1:30: The right paw brings the water drop close to the mouth.  
1:31 - 1:40: The mouse's tongue makes physical contact with the water drop.  
1:41 - 2:00: The mouse consumes the water drop, with the tongue actively licking.  
2:01 - 2:10: The water drop is completely consumed, and the mouse's mouth and paws are wet.  
2:11 - 2:20: The mouse continues to lick its paws and mouth, indicating consumption of the water.  
2:21 - 2:30: The mouse's right paw is still near the mouth, and the tongue continues to lick.  
2:31 - 2:40: The mouse's right paw moves away from the mouth, and the tongue stops licking.  
2:41 - 2:50: The mouse's right paw returns to the surface, and the tongue is no longer visible.  
2:51 - 3:00: The mouse remains stationary, with no further movement.  
7. 95%", 95%
2,2,27, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made physical contact with the water drop. The mouse consumed the entire water drop, as evidenced by the complete disappearance of the drop and the mouse's licking behavior.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made physical contact with the water drop. The mouse consumed the entire water drop, as evidenced by the complete disappearance of the drop and the mouse's licking behavior.  
6. 0:00 - 1:25: The mouse is stationary, with no visible movement of the paws or tongue.  
1:26 - 1:30: The mouse's right paw begins to lift and move toward the spout.  
1:31 - 1:35: The right paw makes contact with the water drop on the spout.  
1:36 - 1:40: The right paw brings the water drop close to the mouth.  
1:41 - 1:45: The mouse's tongue makes physical contact with the water drop.  
1:46 - 4:25: The mouse continues to lick and consume the water drop, with the tongue repeatedly making contact with the water.  
4:26 - 4:45: The mouse finishes consuming the water drop, and the paw returns to its original position.  
7. 95%", 95%
3,3,32, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:00: Mouse is stationary, head fixed, no movement observed.  
1:01 - 1:20: Mouse begins to lift its right paw.  
1:21 - 1:40: Right paw extends toward the spout, but does not touch the water drop.  
1:41 - 2:00: Right paw makes contact with the water drop, but the drop remains attached to the spout.  
2:01 - 2:20: Mouse attempts to bring the water drop to its mouth, but the drop does not detach.  
2:21 - 2:40: Mouse continues to hold the water drop with its paw, but no water is consumed.  
2:41 - 3:00: Mouse retracts its paw, water drop remains on the spout.  
3:01 - 3:20: Mouse remains stationary, no further attempts to retrieve water.  
7. 95%", 95%
4,4,18, No, Yes, Yes,75.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the water was transferred to its mouth. The mouse then licked the water from its paw, indicating that most of the water was consumed.","1. No  
2. Yes  
3. Yes  
4. 75%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, and the water was transferred to its mouth. The mouse then licked the water from its paw, indicating that most of the water was consumed.  
6. 0:00 - 1:20: The mouse is positioned in front of the spout, with its right paw resting on the surface.  
1:20 - 1:30: The water drop forms on the spout.  
1:30 - 1:40: The mouse extends its right paw towards the water drop.  
1:40 - 1:50: The mouse's right paw makes contact with the water drop, and the water adheres to the paw.  
1:50 - 2:00: The mouse retracts its paw, bringing the water drop closer to its mouth.  
2:00 - 2:10: The mouse uses its tongue to lick the water from its paw.  
2:10 - 2:20: The mouse continues to lick the water from its paw, consuming most of it.  
2:20 - 2:30: The mouse finishes drinking the water and retracts its paw.  
7. 95%", 95%
5,5,33, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made physical contact with the water drop. The mouse consumed the entire drop, as evidenced by the complete disappearance of the water drop and the mouse's licking behavior.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made physical contact with the water drop. The mouse consumed the entire drop, as evidenced by the complete disappearance of the water drop and the mouse's licking behavior.  
6. 0:00 - 0:50: The mouse is stationary, with its head fixed and paws resting on the surface.  
0:50 - 1:00: The mouse begins to lift its right paw.  
1:00 - 1:10: The right paw reaches the spout and makes contact with the water drop.  
1:10 - 1:20: The water drop is transferred to the paw and brought close to the mouth.  
1:20 - 1:30: The tongue makes contact with the water drop, and the mouse begins to lick.  
1:30 - 2:00: The mouse continues to lick the water drop, consuming it entirely.  
2:00 - 2:10: The mouse finishes drinking, and the water drop is no longer visible.  
7. 95%", 95%
6,6,61, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout to bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout to bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:58: The mouse remains stationary with both paws on the platform, no movement toward the spout. 1:59 - 2:08: The mouse lifts its right paw and moves it toward the spout, making contact with the water drop. 2:09 - 2:18: The mouse's right paw holds the water drop, but the tongue does not make contact with the drop. 2:19 - 2:25: The mouse lowers its right paw, and the water drop remains on the spout. 2:26 - 4:45: The mouse remains stationary with no further interaction with the water drop.  
7. 95%", 95%
7,7,22, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw to the spout, made physical contact with the water drop, and successfully brought the drop to its mouth. The tongue made clear contact with the water, and the mouse consumed the entire drop without spillage. The entire water drop was retrieved and ingested, indicating a successful outcome.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw to the spout, made physical contact with the water drop, and successfully brought the drop to its mouth. The tongue made clear contact with the water, and the mouse consumed the entire drop without spillage. The entire water drop was retrieved and ingested, indicating a successful outcome.  
6. 0:00 - 0:48: The mouse remains stationary, head fixed, with no movement of the paws or tongue.  
0:49 - 1:00: The mouse extends its right paw toward the spout.  
1:01 - 1:10: The right paw makes contact with the water drop on the spout.  
1:11 - 1:20: The mouse brings the water drop close to its mouth using the right paw.  
1:21 - 1:30: The tongue makes physical contact with the water drop.  
1:31 - 4:38: The mouse consumes the entire water drop, with no spillage.  
7. 95%", 95%
8,8,4, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse used its right paw to grasp the water drop, brought it to its mouth, and consumed the entire drop without spillage. The tongue made direct contact with the water, and the mouse successfully ingested the full volume.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse used its right paw to grasp the water drop, brought it to its mouth, and consumed the entire drop without spillage. The tongue made direct contact with the water, and the mouse successfully ingested the full volume.  
6. 0:00 - 1:12: The mouse remains stationary, head fixed, with no movement of the paws or tongue.  
1:13 - 1:20: The mouse lifts its right paw and extends it toward the spout.  
1:21 - 1:30: The right paw makes contact with the water drop, which is still attached to the spout.  
1:31 - 1:40: The mouse uses its right paw to grasp the water drop and brings it toward its mouth.  
1:41 - 2:00: The mouse uses both paws to hold the water drop close to its mouth.  
2:01 - 2:10: The mouse’s tongue makes contact with the water drop, and it begins to lick and consume the water.  
2:11 - 2:20: The mouse continues to lick the water drop, which is now fully in its mouth.  
2:21 - 2:30: The mouse continues to consume the water, with the drop gradually diminishing.  
2:31 - 2:40: The water drop is almost completely consumed, with only a small residue remaining.  
2:41 - 2:50: The mouse finishes consuming the water, with no visible spillage.  
2:51 - 3:00: The mouse continues to lick its paws and mouth, ensuring all water is consumed.  
7. 95%", 95%
9,9,41,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. There is no visual evidence of water being consumed or retrieved.  
6. 0:00 - 0:30: The mouse remains stationary with both paws on the platform, tongue slightly extended but not contacting the spout.  
0:30 - 0:40: A water drop forms on the spout, remaining attached.  
0:40 - 1:00: The mouse lifts its right paw slightly but does not move it toward the spout.  
1:00 - 1:20: The mouse extends its tongue, but it does not make contact with the water drop.  
1:20 - 1:40: The mouse retracts its tongue and keeps both paws in place.  
1:40 - 2:00: The water drop remains on the spout, and the mouse shows no further movement.  
2:00 - 2:20: The mouse continues to remain still, with no interaction with the water drop.  
2:20 - 2:40: The mouse lifts its right paw again but does not reach the spout.  
2:40 - 3:00: The mouse lowers its paw and remains stationary.  
3:00 - 3:20: The mouse lifts its left paw slightly but does not interact with the water drop.  
3:20 - 3:40: The mouse retracts its left paw and remains still.  
3:40 - 4:00: The mouse continues to remain stationary with no interaction with the water drop.  
4:00 - 4:20: The mouse lifts its right paw again but does not reach the spout.  
4:20 - 4:40: The mouse lowers its paw and remains stationary.  
4:40 - 5:00: The mouse lifts its left paw slightly but does not interact with the water drop.  
5:00 - 5:20: The mouse retracts its left paw and remains still.  
5:20 - 5:40: The mouse continues to remain stationary with no interaction with the water drop.  
5:40 - 6:00: The mouse lifts its right paw again but does not reach the spout.  
6:00 - 6:20: The mouse lowers its paw and remains stationary.  
6:20 - 6:40: The mouse lifts its left paw slightly but does not interact with the water drop.  
6:40 - 7:00: The mouse retracts its left paw and remains still.  
7:00 - 7:20: The mouse continues to remain stationary with no interaction with the water drop.  
7:20 - 7:40: The mouse lifts its right paw again but does not reach the spout.  
7:40 - 8:00: The mouse lowers its paw and remains stationary.  
8:00 - 8:20: The mouse lifts its left paw slightly but does not interact with the water drop.  
8:20 - 8:40: The mouse retracts its left paw and remains still.  
8:40 - 9:00: The mouse continues to remain stationary with no interaction with the water drop.  
9:00 - 9:20: The mouse lifts its right paw again but does not reach the spout.  
9:20 - 9:40: The mouse lowers its paw and remains stationary.  
9:40 - 10:00: The mouse lifts its left paw slightly but does not interact with the water drop.  
10:00 - 10:20: The mouse retracts its left paw and remains still.  
10:20 - 10:40: The mouse continues to remain stationary with no interaction with the water drop.  
10:40 - 11:00: The mouse lifts its right paw again but does not reach the spout.  
11:00 - 11:20: The mouse lowers its paw and remains stationary.  
11:20 - 11:40: The mouse lifts its left paw slightly but does not interact with the water drop.  
11:40 - 12:00: The mouse retracts its left paw and remains still.  
12:00 -",
